BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3148  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D3BH            '  /                                              
FILENAME= '08D3BHFC_RECAL_ATM[*,1,1]'  /
6071.79347050189  1.516644E-18
6073.16148281097  2.172395E-18
6074.52949512004  9.361399E-19
6075.89750742912  6.440275E-19
6077.26551973819  1.483824E-18
6078.63353204726  1.335721E-18
6080.00154435634  1.078672E-18
6081.36955666541  8.394707E-19
6082.73756897449  1.486252E-18
6084.10558128356  9.003629E-19
6085.47359359264  7.513313E-19
6086.84160590171  1.915308E-18
6088.20961821079  1.520967E-18
6089.57763051986  1.346502E-18
6090.94564282893  1.313956E-18
6092.31365513801  1.001276E-18
6093.68166744708  1.460939E-18
6095.04967975616  7.600880E-19
6096.41769206523  9.010977E-19
6097.78570437431  9.187167E-19
6099.15371668338  1.189873E-18
6100.52172899245  9.348237E-19
6101.88974130153  1.047697E-18
6103.2577536106  9.892804E-19
6104.62576591968  5.578545E-19
6105.99377822875  1.356004E-18
6107.36179053783  1.484424E-18
6108.7298028469  1.126714E-18
6110.09781515598  1.218578E-18
6111.46582746505  1.269834E-18
6112.83383977412  1.449471E-18
6114.2018520832  1.803774E-18
6115.56986439227  1.368520E-18
6116.93787670135  1.138674E-18
6118.30588901042  8.458251E-19
6119.6739013195  1.240097E-18
6121.04191362857  1.643131E-18
6122.40992593764  1.275803E-18
6123.77793824672  1.347624E-18
6125.14595055579  1.168339E-18
6126.51396286487  1.315727E-18
6127.88197517394  1.105822E-18
6129.24998748302  7.520470E-19
6130.61799979209  1.344840E-18
6131.98601210117  1.077397E-18
6133.35402441024  9.643527E-19
6134.72203671932  1.413261E-18
6136.09004902839  7.841498E-19
6137.45806133746  1.025297E-18
6138.82607364654  1.295772E-18
6140.19408595561  1.551600E-18
6141.56209826469  1.171053E-18
6142.93011057376  1.317228E-18
6144.29812288284  1.287667E-18
6145.66613519191  1.430951E-18
6147.03414750098  1.372235E-18
6148.40215981006  1.280726E-18
6149.77017211913  9.683646E-19
6151.13818442821  1.137402E-18
6152.50619673728  8.852923E-19
6153.87420904636  1.287018E-18
6155.24222135543  1.384879E-18
6156.61023366451  1.343717E-18
6157.97824597358  1.780333E-18
6159.34625828265  1.777748E-18
6160.71427059173  1.569884E-18
6162.0822829008  1.239086E-18
6163.45029520988  1.571773E-18
6164.81830751895  2.134901E-18
6166.18631982803  1.517948E-18
6167.5543321371  1.795164E-18
6168.92234444618  2.507824E-18
6170.29035675525  9.425780E-19
6171.65836906432  1.065332E-18
6173.0263813734  1.737936E-18
6174.39439368247  2.080100E-18
6175.76240599155  1.631369E-18
6177.13041830062  1.120192E-18
6178.4984306097  1.179132E-18
6179.86644291877  1.226315E-18
6181.23445522784  1.476518E-18
6182.60246753692  1.118944E-18
6183.97047984599  1.553078E-18
6185.33849215507  1.364382E-18
6186.70650446414  1.834073E-18
6188.07451677322  1.405260E-18
6189.44252908229  1.191829E-18
6190.81054139137  1.079742E-18
6192.17855370044  1.270230E-18
6193.54656600951  1.260188E-18
6194.91457831859  1.181684E-18
6196.28259062766  1.276054E-18
6197.65060293674  1.004014E-18
6199.01861524581  1.180651E-18
6200.38662755489  1.183153E-18
6201.75463986396  1.087153E-18
6203.12265217303  9.901913E-19
6204.49066448211  7.660236E-19
6205.85867679118  7.665276E-19
6207.22668910026  9.200819E-19
6208.59470140933  1.670196E-18
6209.96271371841  1.256326E-18
6211.33072602748  1.465783E-18
6212.69873833656  1.190167E-18
6214.06675064563  9.443444E-19
6215.4347629547  1.002471E-18
6216.80277526378  1.461279E-18
6218.17078757285  1.698661E-18
6219.53879988193  1.844763E-18
6220.906812191  1.596604E-18
6222.27482450008  1.122981E-18
6223.64283680915  1.200754E-18
6225.01084911823  1.557017E-18
6226.3788614273  1.380119E-18
6227.74687373637  1.611499E-18
6229.11488604545  1.427904E-18
6230.48289835452  1.247208E-18
6231.8509106636  1.485754E-18
6233.21892297267  1.531789E-18
6234.58693528175  1.191902E-18
6235.95494759082  7.061844E-19
6237.3229598999  1.340943E-18
6238.69097220897  8.098177E-19
6240.05898451804  6.463328E-19
6241.42699682712  1.336142E-18
6242.79500913619  1.593280E-18
6244.16302144527  1.433066E-18
6245.53103375434  1.141628E-18
6246.89904606342  1.256161E-18
6248.26705837249  1.410162E-18
6249.63507068156  1.344586E-18
6251.00308299064  6.255436E-19
6252.37109529971  8.127086E-19
6253.73910760879  1.648020E-18
6255.10711991786  1.274986E-18
6256.47513222694  1.308488E-18
6257.84314453601  1.070269E-18
6259.21115684509  9.262941E-19
6260.57916915416  1.109269E-18
6261.94718146323  1.274278E-18
6263.31519377231  8.018745E-19
6264.68320608138  6.075524E-19
6266.05121839046  1.157406E-18
6267.41923069953  1.309344E-18
6268.78724300861  1.058930E-18
6270.15525531768  1.712932E-18
6271.52326762676  9.242477E-19
6272.89127993583  4.749052E-19
6274.2592922449  8.958257E-19
6275.62730455398  1.033575E-18
6276.99531686305  1.327756E-18
6278.36332917213  1.636081E-18
6279.7313414812  6.862995E-19
6281.09935379028  8.932444E-19
6282.46736609935  5.780109E-19
6283.83537840842  1.111339E-18
6285.2033907175  1.347833E-18
6286.57140302657  1.673480E-18
6287.93941533565  1.278206E-18
6289.30742764472  9.689043E-19
6290.6754399538  1.587285E-18
6292.04345226287  7.910355E-19
6293.41146457194  1.452538E-18
6294.77947688102  1.234702E-18
6296.14748919009  1.012194E-18
6297.51550149917  3.013487E-18
6298.88351380824  9.534447E-19
6300.25152611732  6.277395E-19
6301.61953842639  -8.018195E-20
6302.98755073547  8.692070E-19
6304.35556304454  1.695800E-18
6305.72357535362  3.580280E-19
6307.09158766269  9.853089E-19
6308.45959997176  1.620015E-18
6309.82761228084  1.616367E-18
6311.19562458991  1.152367E-18
6312.56363689899  8.748559E-19
6313.93164920806  6.518779E-19
6315.29966151714  1.361675E-18
6316.66767382621  1.250638E-18
6318.03568613528  1.231172E-18
6319.40369844436  1.679528E-18
6320.77171075343  1.418562E-18
6322.13972306251  8.924545E-19
6323.50773537158  9.689741E-19
6324.87574768066  1.282953E-18
6326.24375998973  7.023450E-19
6327.6117722988  1.116737E-18
6328.97978460788  1.066193E-18
6330.34779691695  8.461181E-19
6331.71580922603  1.155112E-18
6333.0838215351  1.481313E-18
6334.45183384418  1.438521E-18
6335.81984615325  9.702730E-19
6337.18785846233  1.114152E-18
6338.5558707714  1.278622E-18
6339.92388308048  1.190673E-18
6341.29189538955  1.082682E-18
6342.65990769862  1.089232E-18
6344.0279200077  9.502838E-19
6345.39593231677  8.473990E-19
6346.76394462585  1.071802E-18
6348.13195693492  1.241641E-18
6349.499969244  9.237845E-19
6350.86798155307  1.519333E-18
6352.23599386214  1.392498E-18
6353.60400617122  6.997829E-19
6354.97201848029  1.045986E-18
6356.34003078937  7.224287E-19
6357.70804309844  9.989573E-19
6359.07605540752  1.374193E-18
6360.44406771659  1.288573E-18
6361.81208002567  1.066090E-18
6363.18009233474  1.613074E-18
6364.54810464381  1.332147E-18
6365.91611695289  8.608645E-19
6367.28412926196  1.422636E-18
6368.65214157104  1.626950E-18
6370.02015388011  1.447387E-18
6371.38816618919  9.331646E-19
6372.75617849826  1.027284E-18
6374.12419080733  7.658683E-19
6375.49220311641  7.741522E-19
6376.86021542548  1.083332E-18
6378.22822773456  1.120967E-18
6379.59624004363  9.710589E-19
6380.96425235271  1.168417E-18
6382.33226466178  1.185576E-18
6383.70027697086  1.278641E-18
6385.06828927993  1.726064E-18
6386.436301589  1.419142E-18
6387.80431389808  1.321762E-18
6389.17232620715  1.168713E-18
6390.54033851623  1.147068E-18
6391.9083508253  1.085425E-18
6393.27636313438  1.126634E-18
6394.64437544345  8.005338E-19
6396.01238775253  1.492647E-18
6397.3804000616  9.656363E-19
6398.74841237067  8.725868E-19
6400.11642467975  7.603587E-19
6401.48443698882  1.050713E-18
6402.8524492979  1.099382E-18
6404.22046160697  1.259954E-18
6405.58847391605  1.396573E-18
6406.95648622512  1.462979E-18
6408.3244985342  1.116989E-18
6409.69251084327  1.027854E-18
6411.06052315234  1.124248E-18
6412.42853546142  7.926722E-19
6413.79654777049  1.159624E-18
6415.16456007957  1.650357E-18
6416.53257238864  1.605360E-18
6417.90058469772  1.564754E-18
6419.26859700679  1.520916E-18
6420.63660931586  7.884461E-19
6422.00462162494  1.059233E-18
6423.37263393401  1.471337E-18
6424.74064624309  8.836902E-19
6426.10865855216  1.064925E-18
6427.47667086124  1.474078E-18
6428.84468317031  9.637655E-19
6430.21269547939  1.193978E-18
6431.58070778846  7.659707E-19
6432.94872009753  9.169731E-19
6434.31673240661  1.136774E-18
6435.68474471568  1.250070E-18
6437.05275702476  1.275334E-18
6438.42076933383  7.629693E-19
6439.78878164291  9.271433E-19
6441.15679395198  6.467370E-19
6442.52480626106  9.021323E-19
6443.89281857013  -2.079964E-19
6445.2608308792  1.275967E-18
6446.62884318828  1.152485E-18
6447.99685549735  4.033041E-19
6449.36486780643  9.359608E-19
6450.7328801155  7.299583E-19
6452.10089242458  9.820088E-19
6453.46890473365  6.236922E-19
6454.83691704272  7.046297E-19
6456.2049293518  3.866348E-19
6457.57294166087  1.069654E-18
6458.94095396995  1.047178E-18
6460.30896627902  1.275399E-18
6461.6769785881  8.300169E-19
6463.04499089717  1.302286E-18
6464.41300320624  1.381258E-18
6465.78101551532  9.130072E-19
6467.14902782439  7.543883E-19
6468.51704013347  3.776010E-19
6469.88505244254  5.994706E-19
6471.25306475162  8.981012E-19
6472.62107706069  1.095426E-18
6473.98908936977  9.366184E-19
6475.35710167884  5.840795E-19
6476.72511398792  6.609007E-19
6478.09312629699  4.625912E-19
6479.46113860606  1.102904E-18
6480.82915091514  9.071460E-19
6482.19716322421  3.460435E-19
6483.56517553329  3.193285E-19
6484.93318784236  8.859718E-19
6486.30120015144  8.642346E-19
6487.66921246051  1.282216E-18
6489.03722476958  7.824386E-19
6490.40523707866  4.453019E-19
6491.77324938773  3.839664E-19
6493.14126169681  9.126868E-19
6494.50927400588  9.962798E-19
6495.87728631496  5.159997E-19
6497.24529862403  5.364677E-19
6498.61331093311  1.480551E-18
6499.98132324218  1.119107E-18
6501.34933555125  7.865127E-19
6502.71734786033  2.518517E-19
6504.0853601694  8.028368E-19
6505.45337247848  1.082876E-18
6506.82138478755  7.829149E-19
6508.18939709663  3.870400E-19
6509.5574094057  8.452214E-19
6510.92542171478  7.568840E-19
6512.29343402385  3.548979E-19
6513.66144633292  5.545050E-19
6515.029458642  8.659055E-19
6516.39747095107  9.003289E-19
6517.76548326015  5.721716E-19
6519.13349556922  8.443941E-19
6520.5015078783  6.954078E-19
6521.86952018737  7.843994E-19
6523.23753249644  1.082472E-18
6524.60554480552  8.205389E-19
6525.97355711459  4.039183E-19
6527.34156942367  9.672369E-19
6528.70958173274  9.596285E-19
6530.07759404182  3.232695E-19
6531.44560635089  7.289762E-19
6532.81361865997  4.994774E-19
6534.18163096904  7.506155E-19
6535.54964327811  7.553404E-19
6536.91765558719  6.812916E-19
6538.28566789626  9.405752E-19
6539.65368020534  4.756063E-19
6541.02169251441  4.707455E-19
6542.38970482349  4.548803E-19
6543.75771713256  7.674805E-19
6545.12572944164  5.989564E-19
6546.49374175071  6.711574E-19
6547.86175405978  7.875739E-19
6549.22976636886  9.070133E-19
6550.59777867793  2.550646E-19
6551.96579098701  2.989761E-19
6553.33380329608  3.606675E-20
6554.70181560516  4.266989E-19
6556.06982791423  4.851343E-19
6557.4378402233  7.762381E-19
6558.80585253238  7.706846E-19
6560.17386484145  6.105983E-19
6561.54187715053  5.944753E-19
6562.9098894596  9.121936E-21
6564.27790176868  9.416979E-19
6565.64591407775  4.261751E-19
6567.01392638683  3.645587E-19
6568.3819386959  3.292146E-19
6569.74995100497  7.956172E-19
6571.11796331405  6.611185E-19
6572.48597562312  4.322749E-19
6573.8539879322  2.611177E-19
6575.22200024127  7.621785E-19
6576.59001255035  9.022572E-19
6577.95802485942  4.891596E-19
6579.3260371685  9.328549E-19
6580.69404947757  6.946703E-19
6582.06206178665  1.070453E-18
6583.43007409572  3.867658E-19
6584.79808640479  1.678411E-19
6586.16609871387  3.674200E-19
6587.53411102294  8.353952E-19
6588.90212333202  6.882479E-19
6590.27013564109  5.949193E-19
6591.63814795016  8.793008E-19
6593.00616025924  6.486706E-19
6594.37417256831  6.791418E-19
6595.74218487739  9.006564E-19
6597.11019718646  1.380526E-18
6598.47820949554  9.891305E-19
6599.84622180461  6.172266E-19
6601.21423411369  5.571266E-19
6602.58224642276  5.765134E-19
6603.95025873183  8.386930E-19
6605.31827104091  9.173307E-19
6606.68628334998  1.308682E-18
6608.05429565906  1.025661E-18
6609.42230796813  4.661014E-19
6610.79032027721  -1.592957E-19
6612.15833258628  4.107939E-19
6613.52634489536  6.862768E-19
6614.89435720443  5.434488E-19
6616.2623695135  9.757931E-19
6617.63038182258  2.956645E-19
6618.99839413165  7.975017E-19
6620.36640644073  8.880432E-19
6621.7344187498  7.476928E-19
6623.10243105888  7.899484E-20
6624.47044336795  7.758826E-19
6625.83845567703  7.190907E-19
6627.2064679861  7.599850E-19
6628.57448029517  8.772316E-19
6629.94249260425  5.538451E-19
6631.31050491332  6.076090E-19
6632.6785172224  6.813659E-19
6634.04652953147  3.780383E-19
6635.41454184055  7.083615E-19
6636.78255414962  2.351426E-19
6638.15056645869  3.981407E-19
6639.51857876777  7.656783E-19
6640.88659107684  3.434515E-19
6642.25460338592  3.800143E-19
6643.62261569499  1.115597E-18
6644.99062800407  8.394712E-19
6646.35864031314  4.501067E-19
6647.72665262222  7.310040E-19
6649.09466493129  2.523899E-19
6650.46267724036  1.354259E-18
6651.83068954944  8.357181E-19
6653.19870185851  1.134439E-18
6654.56671416759  9.064819E-19
6655.93472647666  -1.022755E-19
6657.30273878574  7.230634E-19
6658.67075109481  9.069435E-19
6660.03876340388  6.589728E-19
6661.40677571296  5.005873E-19
6662.77478802203  8.053257E-19
6664.14280033111  7.249093E-19
6665.51081264018  1.092673E-18
6666.87882494926  1.079081E-18
6668.24683725833  3.779079E-19
6669.61484956741  6.344794E-19
6670.98286187648  9.219188E-19
6672.35087418555  8.072783E-19
6673.71888649463  8.686891E-19
6675.0868988037  6.113387E-19
6676.45491111278  1.001199E-18
6677.82292342185  1.026059E-18
6679.19093573093  8.101778E-19
6680.55894804  5.828098E-19
6681.92696034908  7.596932E-19
6683.29497265815  8.782843E-19
6684.66298496722  1.020659E-18
6686.0309972763  6.708751E-19
6687.39900958537  3.107459E-19
6688.76702189445  6.545071E-19
6690.13503420352  6.354931E-19
6691.5030465126  3.907347E-19
6692.87105882167  5.088344E-19
6694.23907113074  5.627671E-19
6695.60708343982  6.840340E-19
6696.97509574889  7.056122E-19
6698.34310805797  6.994384E-19
6699.71112036704  9.902574E-19
6701.07913267612  1.010833E-18
6702.44714498519  5.493995E-19
6703.81515729427  1.976258E-19
6705.18316960334  4.481678E-19
6706.55118191242  8.846957E-19
6707.91919422149  8.114287E-19
6709.28720653056  4.115345E-19
6710.65521883964  6.743834E-19
6712.02323114871  8.775743E-19
6713.39124345779  8.629909E-19
6714.75925576686  8.000468E-19
6716.12726807594  7.884570E-19
6717.49528038501  6.342185E-19
6718.86329269408  1.031228E-18
6720.23130500316  9.976160E-19
6721.59931731223  7.968031E-19
6722.96732962131  1.235515E-18
6724.33534193038  8.815875E-19
6725.70335423946  4.770687E-19
6727.07136654853  7.062029E-19
6728.4393788576  1.159441E-18
6729.80739116668  9.198578E-19
6731.17540347575  8.501649E-19
6732.54341578483  1.025409E-18
6733.9114280939  9.298911E-19
6735.27944040298  5.870004E-19
6736.64745271205  9.124305E-19
6738.01546502113  9.230130E-19
6739.3834773302  5.146828E-19
6740.75148963927  1.022708E-18
6742.11950194835  1.035243E-18
6743.48751425742  8.365746E-19
6744.8555265665  1.058023E-18
6746.22353887557  1.111008E-18
6747.59155118465  9.148344E-19
6748.95956349372  1.052649E-18
6750.3275758028  6.316613E-19
6751.69558811187  6.228268E-19
6753.06360042094  1.005815E-18
6754.43161273002  1.062634E-18
6755.79962503909  6.245137E-19
6757.16763734817  7.139214E-19
6758.53564965724  6.148788E-19
6759.90366196632  5.316062E-19
6761.27167427539  6.901254E-19
6762.63968658446  7.445378E-19
6764.00769889354  8.404390E-19
6765.37571120261  1.053700E-18
6766.74372351169  9.925899E-19
6768.11173582076  1.131740E-18
6769.47974812984  9.190067E-19
6770.84776043891  1.046112E-18
6772.21577274799  6.494597E-19
6773.58378505706  6.805777E-19
6774.95179736613  9.175132E-19
6776.31980967521  8.645127E-19
6777.68782198428  8.316730E-19
6779.05583429336  9.062071E-19
6780.42384660243  7.814137E-19
6781.79185891151  1.197586E-18
6783.15987122058  1.221912E-18
6784.52788352966  9.574377E-19
6785.89589583873  9.212844E-19
6787.26390814781  7.931854E-19
6788.63192045688  6.888197E-19
6789.99993276595  1.010823E-18
6791.36794507503  1.149676E-18
6792.7359573841  1.067778E-18
6794.10396969318  7.458754E-19
6795.47198200225  9.416871E-19
6796.83999431133  9.022704E-19
6798.2080066204  8.049851E-19
6799.57601892947  7.572480E-19
6800.94403123855  8.076009E-19
6802.31204354762  9.376096E-19
6803.6800558567  9.866961E-19
6805.04806816577  9.286522E-19
6806.41608047485  6.892473E-19
6807.78409278392  9.512978E-19
6809.15210509299  7.847909E-19
6810.52011740207  1.249874E-18
6811.88812971114  7.148811E-19
6813.25614202022  7.353838E-19
6814.62415432929  9.714694E-19
6815.99216663837  6.846594E-19
6817.36017894744  1.056894E-18
6818.72819125652  8.880224E-19
6820.09620356559  1.235409E-18
6821.46421587466  1.144697E-18
6822.83222818374  1.278928E-18
6824.20024049281  1.466445E-18
6825.56825280189  8.191108E-19
6826.93626511096  1.432563E-18
6828.30427742004  6.972479E-19
6829.67228972911  9.562311E-19
6831.04030203819  1.467338E-18
6832.40831434726  1.546482E-18
6833.77632665633  1.128350E-18
6835.14433896541  9.611136E-19
6836.51235127448  9.560425E-19
6837.88036358356  7.128743E-19
6839.24837589263  5.675180E-19
6840.61638820171  1.120522E-18
6841.98440051078  1.565967E-18
6843.35241281985  1.446656E-18
6844.72042512893  1.435883E-18
6846.088437438  8.126444E-19
6847.45644974708  1.151228E-18
6848.82446205615  9.904766E-19
6850.19247436523  8.384657E-19
6851.5604866743  1.448627E-18
6852.92849898338  7.689082E-19
6854.29651129245  1.309225E-18
6855.66452360152  9.479231E-19
6857.0325359106  8.068841E-19
6858.40054821967  1.078091E-18
6859.76856052875  8.357015E-19
6861.13657283782  1.424189E-18
6862.5045851469  8.040960E-19
6863.87259745597  1.392993E-18
6865.24060976505  1.068117E-18
6866.60862207412  1.238042E-18
6867.97663438319  1.334215E-18
6869.34464669227  1.117898E-18
6870.71265900134  8.032649E-19
6872.08067131042  1.105601E-18
6873.44868361949  1.333390E-18
6874.81669592857  1.320022E-18
6876.18470823764  8.901082E-19
6877.55272054672  1.264896E-18
6878.92073285579  9.503666E-19
6880.28874516486  3.359142E-19
6881.65675747394  9.134453E-19
6883.02476978301  1.493083E-18
6884.39278209209  1.139561E-18
6885.76079440116  1.418252E-18
6887.12880671024  1.478463E-18
6888.49681901931  1.617285E-18
6889.86483132838  1.332323E-18
6891.23284363746  8.794515E-19
6892.60085594653  1.106451E-18
6893.96886825561  1.115021E-18
6895.33688056468  1.499491E-18
6896.70489287376  1.874786E-18
6898.07290518283  1.343796E-18
6899.4409174919  1.271001E-18
6900.80892980098  1.485008E-18
6902.17694211005  9.611862E-19
6903.54495441913  8.485609E-19
6904.9129667282  1.090618E-18
6906.28097903728  1.275556E-18
6907.64899134635  1.088841E-18
6909.01700365543  2.727226E-19
6910.3850159645  1.431934E-18
6911.75302827358  1.209600E-18
6913.12104058265  4.417963E-19
6914.48905289172  1.154200E-18
6915.8570652008  9.139660E-19
6917.22507750987  1.188824E-18
6918.59308981895  1.314803E-18
6919.96110212802  7.721221E-19
6921.3291144371  1.728682E-18
6922.69712674617  1.271168E-18
6924.06513905524  1.677967E-19
6925.43315136432  8.618592E-19
6926.80116367339  1.277089E-18
6928.16917598247  1.150375E-18
6929.53718829154  7.916222E-19
6930.90520060062  1.101307E-18
6932.27321290969  1.220218E-18
6933.64122521876  1.068627E-18
6935.00923752784  1.367726E-18
6936.37724983691  1.146851E-18
6937.74526214599  1.395797E-18
6939.11327445506  1.333464E-18
6940.48128676414  1.843594E-18
6941.84929907321  1.260630E-18
6943.21731138229  1.215628E-18
6944.58532369136  9.948904E-19
6945.95333600044  1.137798E-18
6947.32134830951  9.978279E-19
6948.68936061858  1.503509E-18
6950.05737292766  -1.773361E-19
6951.42538523673  1.383691E-18
6952.79339754581  5.925932E-19
6954.16140985488  1.059010E-18
6955.52942216396  1.310991E-18
6956.89743447303  1.123645E-18
6958.26544678211  1.440174E-18
6959.63345909118  1.010445E-18
6961.00147140025  1.207606E-18
6962.36948370933  1.298246E-18
6963.7374960184  6.955049E-19
6965.10550832748  9.048511E-19
6966.47352063655  1.000255E-18
6967.84153294562  1.325211E-18
6969.2095452547  1.424823E-18
6970.57755756377  1.076669E-18
6971.94556987285  1.098535E-18
6973.31358218192  1.339625E-18
6974.681594491  1.266884E-18
6976.04960680007  7.338857E-19
6977.41761910915  9.027766E-19
6978.78563141822  1.718551E-18
6980.15364372729  1.305544E-18
6981.52165603637  1.376918E-18
6982.88966834544  1.685953E-18
6984.25768065452  1.673429E-18
6985.62569296359  1.574712E-18
6986.99370527267  1.531811E-18
6988.36171758174  1.322511E-18
6989.72972989082  1.277291E-18
6991.09774219989  1.159991E-18
6992.46575450897  1.067559E-18
6993.83376681804  9.872607E-19
6995.20177912711  1.342436E-18
6996.56979143619  1.244584E-18
6997.93780374526  1.582553E-18
6999.30581605434  1.088937E-18
7000.67382836341  9.620480E-19
7002.04184067249  1.416683E-18
7003.40985298156  1.218299E-18
7004.77786529063  1.059396E-18
7006.14587759971  1.551592E-18
7007.51388990878  1.064833E-18
7008.88190221786  1.035408E-18
7010.24991452693  1.750284E-18
7011.61792683601  1.307403E-18
7012.98593914508  1.073972E-18
7014.35395145415  9.290286E-19
7015.72196376323  9.713141E-19
7017.0899760723  1.578105E-18
7018.45798838138  1.268855E-18
7019.82600069045  1.193755E-18
7021.19401299953  1.056698E-18
7022.5620253086  9.209346E-19
7023.93003761768  1.061505E-18
7025.29804992675  1.709484E-18
7026.66606223583  9.701556E-19
7028.0340745449  1.282538E-18
7029.40208685397  1.214462E-18
7030.77009916305  8.811130E-19
7032.13811147212  1.054147E-18
7033.5061237812  1.447492E-18
7034.87413609027  1.335223E-18
7036.24214839934  1.047864E-18
7037.61016070842  1.075809E-18
7038.97817301749  9.202900E-19
7040.34618532657  9.209412E-19
7041.71419763564  1.305814E-18
7043.08220994472  1.188097E-18
7044.45022225379  8.606566E-19
7045.81823456287  4.643510E-19
7047.18624687194  9.552880E-19
7048.55425918101  1.169102E-18
7049.92227149009  1.335198E-18
7051.29028379916  1.369320E-18
7052.65829610824  1.656008E-18
7054.02630841731  7.901062E-19
7055.39432072639  1.292102E-18
7056.76233303546  9.657927E-19
7058.13034534454  1.049880E-18
7059.49835765361  9.176076E-19
7060.86636996268  1.350535E-18
7062.23438227176  1.178172E-18
7063.60239458083  1.213736E-18
7064.97040688991  1.323671E-18
7066.33841919898  1.374955E-18
7067.70643150806  8.646498E-19
7069.07444381713  1.458548E-18
7070.44245612621  1.185605E-18
7071.81046843528  8.693381E-19
7073.17848074435  1.246467E-18
7074.54649305343  9.563331E-19
7075.9145053625  1.000609E-18
7077.28251767158  1.230385E-18
7078.65052998065  7.350986E-19
7080.01854228973  8.067148E-19
7081.3865545988  1.118661E-18
7082.75456690788  9.688330E-19
7084.12257921695  1.103712E-18
7085.49059152602  1.091404E-18
7086.8586038351  9.580199E-19
7088.22661614417  1.022696E-18
7089.59462845325  8.668105E-19
7090.96264076232  1.515020E-18
7092.3306530714  1.121339E-18
7093.69866538047  8.821507E-19
7095.06667768954  1.065637E-18
7096.43468999862  9.990748E-19
7097.80270230769  1.024306E-18
7099.17071461677  1.111186E-18
7100.53872692584  1.134134E-18
7101.90673923492  1.021132E-18
7103.27475154399  1.210906E-18
7104.64276385306  1.388027E-18
7106.01077616214  9.556243E-19
7107.37878847121  8.028550E-19
7108.74680078029  8.502976E-19
7110.11481308936  9.504238E-19
7111.48282539844  1.043385E-18
7112.85083770751  1.007875E-18
7114.21885001659  1.044435E-18
7115.58686232566  1.131133E-18
7116.95487463473  9.233113E-19
7118.32288694381  4.784902E-19
7119.69089925288  8.512282E-19
7121.05891156196  8.618095E-19
7122.42692387103  9.858801E-19
7123.79493618011  8.344237E-19
7125.16294848918  8.441057E-19
7126.53096079826  9.861558E-19
7127.89897310733  1.026959E-18
7129.26698541641  7.925282E-19
7130.63499772548  1.010458E-18
7132.00301003455  7.538012E-19
7133.37102234363  6.892155E-19
7134.7390346527  1.152424E-18
7136.10704696178  1.109406E-18
7137.47505927085  8.087174E-19
7138.84307157993  9.723423E-19
7140.211083889  7.583872E-19
7141.57909619807  8.865880E-19
7142.94710850715  9.893171E-19
7144.31512081622  1.279629E-18
7145.6831331253  5.944399E-19
7147.05114543437  1.178990E-18
7148.41915774345  8.144917E-19
7149.78717005252  1.444628E-18
7151.1551823616  1.253836E-18
7152.52319467067  1.073281E-18
7153.89120697974  8.933232E-19
7155.25921928882  1.459109E-18
7156.62723159789  8.455465E-19
7157.99524390697  1.238151E-18
7159.36325621604  1.111516E-18
7160.73126852512  1.088812E-18
7162.09928083419  1.245348E-18
7163.46729314327  7.110356E-19
7164.83530545234  6.245777E-19
7166.20331776141  1.365667E-18
7167.57133007049  8.910331E-19
7168.93934237956  4.427921E-19
7170.30735468864  6.805568E-19
7171.67536699771  7.014372E-19
7173.04337930679  7.926973E-19
7174.41139161586  -1.073585E-20
7175.77940392493  1.525993E-18
7177.14741623401  3.910498E-19
7178.51542854308  9.343069E-19
7179.88344085216  6.043208E-19
7181.25145316123  5.850151E-19
7182.61946547031  1.017229E-18
7183.98747777938  6.879051E-19
7185.35549008845  6.207048E-19
7186.72350239753  7.831968E-19
7188.0915147066  3.583411E-19
7189.45952701568  1.268958E-18
7190.82753932475  2.920749E-19
7192.19555163383  3.027158E-19
7193.5635639429  1.054068E-18
7194.93157625198  1.124420E-18
7196.29958856105  8.694108E-19
7197.66760087012  1.484199E-18
7199.0356131792  1.119388E-18
7200.40362548827  9.628658E-19
7201.77163779735  1.129422E-18
7203.13965010642  8.899034E-19
7204.5076624155  5.034475E-19
7205.87567472457  8.450793E-19
7207.24368703364  5.984912E-19
7208.61169934272  9.044283E-19
7209.97971165179  4.219022E-19
7211.34772396087  8.137939E-19
7212.71573626994  8.042787E-19
7214.08374857902  9.369657E-19
7215.45176088809  8.471412E-19
7216.81977319717  8.668687E-19
7218.18778550624  8.656832E-19
7219.55579781532  6.223005E-19
7220.92381012439  9.391334E-19
7222.29182243347  1.216782E-18
7223.65983474254  6.149860E-19
7225.02784705161  1.194377E-18
7226.39585936069  1.192921E-18
7227.76387166976  8.751457E-19
7229.13188397884  5.244432E-19
7230.49989628791  4.236347E-19
7231.86790859699  7.456067E-19
7233.23592090606  7.124183E-19
7234.60393321513  4.938165E-19
7235.97194552421  1.042114E-18
7237.33995783328  -1.441925E-19
7238.70797014236  1.220275E-18
7240.07598245143  1.027754E-18
7241.44399476051  2.120928E-19
7242.81200706958  6.400045E-19
7244.18001937865  9.479747E-19
