BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3147  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2HW            '  /                                              
FILENAME= '08D2HWFC_RECAL_ATM[*,1,1]'  /
5095.10039007667  1.352539E-17
5096.46780562404  1.570613E-17
5097.83522117141  1.187040E-17
5099.20263671878  1.689941E-17
5100.57005226615  1.533122E-18
5101.93746781352  9.592475E-18
5103.30488336089  1.443028E-17
5104.67229890826  1.531599E-17
5106.03971445564  -2.450361E-18
5107.40713000301  2.207865E-18
5108.77454555038  6.501272E-19
5110.14196109775  -1.225194E-18
5111.50937664512  5.200191E-18
5112.87679219249  -1.655409E-18
5114.24420773986  -5.899396E-18
5115.61162328723  4.621461E-18
5116.9790388346  1.619792E-17
5118.34645438197  5.835799E-18
5119.71386992934  -8.799650E-18
5121.08128547671  7.391918E-18
5122.44870102409  6.644536E-18
5123.81611657146  5.106548E-18
5125.18353211883  3.675450E-18
5126.5509476662  4.001898E-18
5127.91836321357  -5.955832E-19
5129.28577876094  -7.680886E-18
5130.65319430831  -2.616162E-18
5132.02060985568  7.983570E-18
5133.38802540305  1.933004E-17
5134.75544095042  -4.075579E-19
5136.12285649779  -3.378352E-18
5137.49027204517  -3.092896E-18
5138.85768759254  -1.082637E-18
5140.22510313991  1.456668E-17
5141.59251868728  3.025600E-18
5142.95993423465  2.745260E-18
5144.32734978202  9.265046E-18
5145.69476532939  6.097996E-18
5147.06218087676  3.607079E-18
5148.42959642413  9.023617E-20
5149.7970119715  3.769716E-18
5151.16442751887  5.933786E-18
5152.53184306625  7.288409E-18
5153.89925861362  9.466419E-18
5155.26667416099  4.081233E-18
5156.63408970836  1.690284E-18
5158.00150525573  3.084661E-18
5159.3689208031  4.074164E-18
5160.73633635047  7.916904E-18
5162.10375189784  3.308629E-18
5163.47116744521  -3.109567E-18
5164.83858299258  -1.890590E-18
5166.20599853996  9.320739E-18
5167.57341408733  3.377158E-18
5168.9408296347  3.897447E-18
5170.30824518207  -3.710330E-18
5171.67566072944  3.039382E-18
5173.04307627681  6.237729E-19
5174.41049182418  1.718214E-18
5175.77790737155  7.189784E-18
5177.14532291892  4.528343E-18
5178.51273846629  -1.364151E-18
5179.88015401367  4.644114E-18
5181.24756956104  3.804847E-18
5182.61498510841  -4.055223E-18
5183.98240065578  -9.952311E-19
5185.34981620315  -3.207652E-19
5186.71723175052  3.806432E-18
5188.08464729789  5.967092E-18
5189.45206284526  -5.639594E-19
5190.81947839263  3.142611E-18
5192.18689394  9.764478E-19
5193.55430948737  -2.108264E-18
5194.92172503475  -5.747235E-19
5196.28914058212  1.612449E-19
5197.65655612949  1.083103E-18
5199.02397167686  -2.316734E-18
5200.39138722423  2.381551E-18
5201.7588027716  4.545709E-18
5203.12621831897  4.756742E-18
5204.49363386634  1.116332E-18
5205.86104941371  4.484351E-19
5207.22846496108  5.576734E-19
5208.59588050845  -1.892152E-18
5209.96329605582  -1.823042E-18
5211.3307116032  4.060982E-18
5212.69812715057  3.102976E-19
5214.06554269794  -1.974467E-19
5215.43295824531  -3.896797E-19
5216.80037379268  1.034473E-18
5218.16778934005  3.889826E-18
5219.53520488742  3.773725E-18
5220.90262043479  4.021429E-18
5222.27003598216  3.386145E-18
5223.63745152953  4.775331E-18
5225.0048670769  -3.539310E-19
5226.37228262427  5.113745E-19
5227.73969817165  -7.667571E-22
5229.10711371902  3.679788E-18
5230.47452926639  -1.398026E-18
5231.84194481376  3.012587E-18
5233.20936036113  2.781028E-18
5234.5767759085  -1.122318E-19
5235.94419145587  5.354649E-18
5237.31160700324  2.808486E-18
5238.67902255061  2.322069E-18
5240.04643809798  -1.929575E-19
5241.41385364536  3.691298E-19
5242.78126919273  3.588441E-18
5244.1486847401  3.390854E-18
5245.51610028747  1.332527E-18
5246.88351583484  -2.860193E-18
5248.25093138221  2.182665E-18
5249.61834692958  1.677325E-18
5250.98576247695  2.315530E-18
5252.35317802432  2.229967E-18
5253.72059357169  6.825222E-19
5255.08800911906  -1.047924E-18
5256.45542466644  9.862961E-19
5257.82284021381  2.749097E-18
5259.19025576118  2.154507E-18
5260.55767130855  -1.666065E-19
5261.92508685592  -2.997757E-20
5263.29250240329  2.561822E-18
5264.65991795066  1.499389E-18
5266.02733349803  1.301665E-18
5267.3947490454  6.251825E-19
5268.76216459277  -1.167602E-18
5270.12958014014  -1.814105E-19
5271.49699568751  -5.919959E-19
5272.86441123488  -7.042803E-19
5274.23182678226  -7.705629E-20
5275.59924232963  -8.110584E-19
5276.966657877  -8.959616E-20
5278.33407342437  1.368166E-18
5279.70148897174  2.006079E-18
5281.06890451911  -3.475174E-20
5282.43632006648  -7.686018E-19
5283.80373561385  -2.738841E-19
5285.17115116122  2.089894E-18
5286.53856670859  5.768940E-19
5287.90598225597  -1.781220E-19
5289.27339780334  1.686037E-19
5290.64081335071  4.705066E-18
5292.00822889808  1.022996E-18
5293.37564444545  -7.716334E-19
5294.74305999282  3.090350E-18
5296.11047554019  -2.128020E-19
5297.47789108756  1.337164E-18
5298.84530663493  1.643167E-18
5300.2127221823  2.291097E-18
5301.58013772967  3.368578E-19
5302.94755327705  -8.751865E-19
5304.31496882442  1.885054E-18
5305.68238437179  3.134804E-18
5307.04979991916  8.961380E-19
5308.41721546653  -1.328963E-18
5309.7846310139  -3.028646E-19
5311.15204656127  2.069038E-18
5312.51946210864  4.557901E-19
5313.88687765601  2.719573E-18
5315.25429320338  1.391871E-18
5316.62170875075  -1.104866E-20
5317.98912429812  2.050063E-18
5319.3565398455  2.310698E-18
5320.72395539287  2.869889E-18
5322.09137094024  1.083590E-18
5323.45878648761  6.299419E-19
5324.82620203498  -4.301388E-19
5326.19361758235  6.130227E-19
5327.56103312972  1.522235E-18
5328.92844867709  8.761349E-19
5330.29586422446  -2.942668E-19
5331.66327977184  -7.282474E-20
5333.03069531921  -7.796231E-19
5334.39811086658  1.486922E-18
5335.76552641395  3.206937E-18
5337.13294196132  2.282650E-18
5338.50035750869  3.381885E-18
5339.86777305606  2.245459E-19
5341.23518860343  1.997879E-18
5342.6026041508  1.869834E-18
5343.97001969817  1.888101E-20
5345.33743524554  1.579377E-18
5346.70485079291  2.755044E-18
5348.07226634029  2.202716E-18
5349.43968188766  -2.370230E-19
5350.80709743503  2.436014E-18
5352.1745129824  8.674705E-19
5353.54192852977  1.195142E-18
5354.90934407714  1.856136E-18
5356.27675962451  3.674084E-18
5357.64417517188  -3.634054E-19
5359.01159071925  1.540607E-19
5360.37900626662  1.904483E-18
5361.74642181399  5.612468E-19
5363.11383736136  9.529668E-19
5364.48125290874  -1.618168E-19
5365.84866845611  1.139274E-18
5367.21608400348  1.472263E-18
5368.58349955085  1.634703E-18
5369.95091509822  1.487916E-19
5371.31833064559  -1.615041E-18
5372.68574619296  2.910966E-20
5374.05316174033  1.467219E-18
5375.4205772877  1.640000E-18
5376.78799283507  1.456439E-18
5378.15540838245  1.627159E-18
5379.52282392982  -4.646658E-20
5380.89023947719  1.174234E-18
5382.25765502456  3.267634E-19
5383.62507057193  1.192352E-18
5384.9924861193  4.857753E-19
5386.35990166667  -8.151437E-19
5387.72731721404  2.016692E-18
5389.09473276141  2.101164E-18
5390.46214830878  2.908430E-18
5391.82956385615  8.890355E-19
5393.19697940353  1.129501E-18
5394.5643949509  -5.608645E-19
5395.93181049827  8.162892E-19
5397.29922604564  2.093127E-18
5398.66664159301  1.632590E-18
5400.03405714038  2.768706E-18
5401.40147268775  -9.353448E-19
5402.76888823512  1.886629E-18
5404.13630378249  -2.144072E-19
5405.50371932986  1.260641E-18
5406.87113487723  3.896085E-18
5408.2385504246  8.217488E-19
5409.60596597198  1.309449E-18
5410.97338151935  4.633270E-18
5412.34079706672  2.492155E-18
5413.70821261409  3.173778E-18
5415.07562816146  -1.072265E-19
5416.44304370883  1.180249E-18
5417.8104592562  4.221794E-19
5419.17787480357  1.293814E-18
5420.54529035094  1.418726E-18
5421.91270589831  8.457863E-19
5423.28012144568  7.917420E-19
5424.64753699306  3.204098E-19
5426.01495254043  1.329146E-18
5427.3823680878  1.173963E-18
5428.74978363517  6.157539E-19
5430.11719918254  -3.994935E-19
5431.48461472991  1.484387E-18
5432.85203027728  1.405165E-18
5434.21944582465  1.039877E-18
5435.58686137202  -2.558478E-19
5436.95427691939  -1.494321E-19
5438.32169246676  4.466190E-19
5439.68910801413  1.701394E-18
5441.05652356151  8.181483E-19
5442.42393910888  1.108917E-18
5443.79135465625  1.790056E-18
5445.15877020362  1.944944E-18
5446.52618575099  1.794970E-18
5447.89360129836  1.040095E-18
5449.26101684573  -2.401611E-19
5450.6284323931  1.162570E-18
5451.99584794047  -4.824536E-20
5453.36326348784  -1.456566E-19
5454.73067903522  7.634347E-19
5456.09809458259  1.005837E-19
5457.46551012996  -5.619738E-19
5458.83292567733  9.295554E-19
5460.2003412247  7.689735E-19
5461.56775677207  -2.170493E-19
5462.93517231944  -8.717416E-19
5464.30258786681  1.497655E-19
5465.67000341418  1.756227E-18
5467.03741896155  1.759428E-18
5468.40483450893  1.530662E-18
5469.7722500563  1.111138E-18
5471.13966560367  7.898709E-19
5472.50708115104  -1.133683E-19
5473.87449669841  1.750816E-18
5475.24191224578  1.168038E-18
5476.60932779315  5.547271E-19
5477.97674334052  5.789232E-19
5479.34415888789  1.203713E-18
5480.71157443526  -6.938027E-19
5482.07898998263  2.210712E-19
5483.44640553001  1.685712E-18
5484.81382107738  8.453953E-19
5486.18123662475  5.546347E-19
5487.54865217212  1.353255E-18
5488.91606771949  9.809953E-19
5490.28348326686  -1.113738E-19
5491.65089881423  -1.288483E-19
5493.0183143616  9.748332E-19
5494.38572990897  1.763936E-18
5495.75314545634  7.070213E-19
5497.12056100371  7.258929E-19
5498.48797655108  1.273605E-18
5499.85539209846  1.551520E-19
5501.22280764583  -6.582236E-19
5502.5902231932  -7.508923E-20
5503.95763874057  -2.231976E-19
5505.32505428794  1.110980E-18
5506.69246983531  -2.682164E-19
5508.05988538268  1.071941E-18
5509.42730093005  1.198943E-18
5510.79471647742  -6.192856E-20
5512.16213202479  3.741309E-19
5513.52954757216  8.404480E-19
5514.89696311953  4.483364E-19
5516.26437866691  -7.204238E-19
5517.63179421428  -6.949272E-19
5518.99920976165  1.106562E-19
5520.36662530902  2.748856E-19
5521.73404085639  -3.765135E-19
5523.10145640376  9.501537E-19
5524.46887195113  1.728304E-18
5525.8362874985  -4.655228E-19
5527.20370304587  7.797292E-19
5528.57111859324  1.070130E-18
5529.93853414062  7.377180E-20
5531.30594968799  1.133120E-18
5532.67336523536  -1.988279E-19
5534.04078078273  -3.987372E-19
5535.4081963301  -2.793744E-19
5536.77561187747  1.829805E-18
5538.14302742484  -4.899416E-19
5539.51044297221  -1.749498E-19
5540.87785851958  1.114793E-18
5542.24527406695  1.173349E-18
5543.61268961432  7.417648E-20
5544.98010516169  -3.471996E-20
5546.34752070907  -4.459158E-19
5547.71493625644  -1.652897E-19
5549.08235180381  -4.221651E-20
5550.44976735118  1.005838E-18
5551.81718289855  8.268244E-19
5553.18459844592  -3.541174E-19
5554.55201399329  1.110889E-18
5555.91942954066  1.149360E-18
5557.28684508803  7.753281E-19
5558.6542606354  1.225415E-18
5560.02167618277  7.001788E-19
5561.38909173015  1.421573E-18
5562.75650727752  4.149759E-19
5564.12392282489  8.988203E-19
5565.49133837226  1.708765E-18
5566.85875391963  7.312064E-19
5568.226169467  8.548012E-19
5569.59358501437  5.967915E-19
5570.96100056174  6.077762E-19
5572.32841610911  9.997674E-19
5573.69583165649  2.547927E-18
5575.06324720386  1.876692E-18
5576.43066275123  1.945400E-18
5577.7980782986  3.217105E-19
5579.16549384597  6.316684E-19
5580.53290939334  2.700786E-18
5581.90032494071  1.110951E-18
5583.26774048808  -7.230343E-19
5584.63515603545  4.574718E-20
5586.00257158282  3.972863E-21
5587.36998713019  1.605512E-18
5588.73740267756  1.164462E-18
5590.10481822494  9.020753E-19
5591.47223377231  9.254869E-19
5592.83964931968  -3.064463E-19
5594.20706486705  5.783675E-20
5595.57448041442  9.376543E-19
5596.94189596179  -4.534740E-19
5598.30931150916  3.597277E-19
5599.67672705653  1.538333E-18
5601.0441426039  1.100719E-18
5602.41155815127  6.797646E-19
5603.77897369864  1.252713E-18
5605.14638924601  -1.496761E-19
5606.51380479339  -1.327927E-19
5607.88122034076  -4.209850E-19
5609.24863588813  -1.447371E-19
5610.6160514355  4.672757E-19
5611.98346698287  1.011292E-18
5613.35088253024  1.388076E-18
5614.71829807761  7.950425E-19
5616.08571362498  2.535916E-20
5617.45312917235  5.198981E-19
5618.82054471972  7.768714E-19
5620.18796026709  9.347511E-19
5621.55537581447  -1.860479E-19
5622.92279136184  1.009086E-18
5624.29020690921  9.117006E-19
5625.65762245658  7.918436E-19
5627.02503800395  -5.258168E-19
5628.39245355132  4.141457E-19
5629.75986909869  4.189263E-19
5631.12728464606  3.554614E-19
5632.49470019343  5.665050E-19
5633.8621157408  1.143600E-19
5635.22953128817  4.602188E-19
5636.59694683555  6.853534E-19
5637.96436238292  6.733433E-19
5639.33177793029  6.508425E-20
5640.69919347766  5.757682E-19
5642.06660902503  9.461071E-19
5643.4340245724  8.742054E-19
5644.80144011977  -4.727960E-20
5646.16885566714  1.430565E-18
5647.53627121451  -8.683832E-19
5648.90368676188  8.277003E-19
5650.27110230925  -5.234782E-19
5651.63851785662  8.105180E-19
5653.005933404  2.204833E-19
5654.37334895137  5.807743E-19
5655.74076449874  9.080497E-19
5657.10818004611  1.175613E-19
5658.47559559348  -4.304628E-19
5659.84301114085  9.254015E-19
5661.21042668822  4.660481E-19
5662.57784223559  7.370929E-19
5663.94525778297  -4.727589E-20
5665.31267333033  6.143158E-19
5666.68008887771  1.307917E-19
5668.04750442508  1.080248E-18
5669.41491997245  1.179204E-18
5670.78233551982  1.057510E-18
5672.14975106719  4.512693E-19
5673.51716661456  9.208376E-19
5674.88458216193  -3.247415E-20
5676.2519977093  2.128140E-19
5677.61941325667  1.417736E-19
5678.98682880404  -5.507252E-20
5680.35424435142  1.189256E-19
5681.72165989879  2.754753E-19
5683.08907544616  7.725865E-19
5684.45649099353  1.302390E-18
5685.8239065409  -1.856560E-19
5687.19132208827  8.682979E-19
5688.55873763564  5.876329E-19
5689.92615318301  3.157021E-19
5691.29356873038  1.509903E-19
5692.66098427775  8.954815E-19
5694.02839982512  3.899665E-19
5695.3958153725  3.604198E-19
5696.76323091987  5.850081E-19
5698.13064646724  7.363073E-19
5699.49806201461  1.131627E-18
5700.86547756198  8.029203E-19
5702.23289310935  7.160935E-19
5703.60030865672  3.855713E-19
5704.96772420409  1.165046E-18
5706.33513975146  7.118476E-19
5707.70255529883  6.177195E-19
5709.0699708462  2.101414E-19
5710.43738639358  -9.814248E-20
5711.80480194095  2.370737E-19
5713.17221748832  5.177600E-19
5714.53963303569  3.783501E-19
5715.90704858306  5.027533E-19
5717.27446413043  1.487511E-18
5718.6418796778  9.803893E-20
5720.00929522517  1.205828E-18
5721.37671077254  -4.594104E-19
5722.74412631991  3.165766E-19
5724.11154186728  1.580508E-19
5725.47895741465  1.251373E-18
5726.84637296203  5.529982E-19
5728.2137885094  4.010092E-19
5729.58120405677  1.255090E-18
5730.94861960414  1.135804E-18
5732.31603515151  5.425187E-19
5733.68345069888  -1.614148E-19
5735.05086624625  1.521679E-18
5736.41828179362  -3.014846E-19
5737.78569734099  5.591402E-19
5739.15311288836  3.932339E-19
5740.52052843573  6.478358E-20
5741.8879439831  5.956812E-19
5743.25535953048  1.337534E-18
5744.62277507785  1.244049E-18
5745.99019062522  3.568478E-20
5747.35760617259  1.955739E-19
5748.72502171996  9.671092E-19
5750.09243726733  6.970262E-19
5751.4598528147  1.505081E-18
5752.82726836207  3.431937E-19
5754.19468390944  3.702840E-19
5755.56209945681  1.671887E-19
5756.92951500418  3.168744E-21
5758.29693055156  7.076446E-19
5759.66434609893  7.154683E-19
5761.0317616463  9.728154E-19
5762.39917719367  4.756854E-20
5763.76659274104  7.388261E-19
5765.13400828841  1.575629E-18
5766.50142383578  2.716977E-19
5767.86883938315  5.734517E-19
5769.23625493052  -1.278856E-19
5770.60367047789  7.406908E-19
5771.97108602527  1.720954E-18
5773.33850157264  4.886224E-19
5774.70591712001  7.063605E-19
5776.07333266738  9.535591E-19
5777.44074821475  8.168983E-19
5778.80816376212  1.002599E-19
5780.17557930949  9.763977E-20
5781.54299485686  2.284383E-19
5782.91041040423  8.248327E-19
5784.2778259516  6.036758E-19
5785.64524149897  7.213897E-19
5787.01265704635  8.453926E-19
5788.38007259372  7.486395E-19
5789.74748814109  9.522872E-20
5791.11490368846  8.880318E-19
5792.48231923583  8.656254E-19
5793.8497347832  8.486214E-19
5795.21715033057  8.208795E-19
5796.58456587794  1.557623E-18
5797.95198142531  1.243901E-18
5799.31939697268  1.158100E-18
5800.68681252005  -1.717180E-19
5802.05422806742  7.209539E-19
5803.4216436148  6.425812E-19
5804.78905916217  3.000762E-19
5806.15647470954  1.372655E-18
5807.52389025691  6.916536E-19
5808.89130580428  4.865420E-19
5810.25872135165  9.345975E-19
5811.62613689902  6.696548E-19
5812.99355244639  1.055142E-18
5814.36096799376  6.506712E-19
5815.72838354114  1.559935E-18
5817.0957990885  2.221912E-19
5818.46321463588  3.409295E-19
5819.83063018325  -1.496628E-19
5821.19804573062  1.167470E-18
5822.56546127799  -3.643025E-19
5823.93287682536  6.619957E-20
5825.30029237273  4.519005E-19
5826.6677079201  1.350717E-18
5828.03512346747  1.490034E-18
5829.40253901484  9.146507E-19
5830.76995456221  7.243462E-19
5832.13737010958  1.057424E-18
5833.50478565695  9.063795E-19
5834.87220120433  4.209275E-19
5836.2396167517  5.947103E-19
5837.60703229907  7.130858E-20
5838.97444784644  5.284929E-20
5840.34186339381  6.551612E-19
5841.70927894118  1.113211E-18
5843.07669448855  1.061650E-18
5844.44411003592  3.913928E-19
5845.81152558329  2.300416E-19
5847.17894113066  5.877251E-19
5848.54635667804  6.027396E-19
5849.91377222541  2.141016E-19
5851.28118777278  5.436232E-19
5852.64860332015  2.783556E-20
5854.01601886752  8.706141E-19
5855.38343441489  6.766215E-19
5856.75084996226  1.341992E-18
5858.11826550963  2.907671E-19
5859.485681057  8.989418E-21
5860.85309660437  1.821441E-19
5862.22051215174  5.486311E-19
5863.58792769912  9.991515E-19
5864.95534324649  6.884875E-19
5866.32275879386  3.007094E-19
5867.69017434123  1.323596E-19
5869.0575898886  -3.998645E-20
5870.42500543597  1.021136E-18
5871.79242098334  1.034249E-18
5873.15983653071  4.118315E-20
5874.52725207808  -7.012974E-20
5875.89466762545  1.171394E-18
5877.26208317282  1.276481E-18
5878.6294987202  -3.211207E-19
5879.99691426757  5.921713E-19
5881.36432981494  3.244565E-21
5882.73174536231  9.540541E-19
5884.09916090968  3.202213E-19
5885.46657645705  -5.178338E-20
5886.83399200442  5.728391E-19
5888.20140755179  3.208530E-19
5889.56882309916  -1.985142E-19
5890.93623864653  1.272634E-18
5892.3036541939  -2.562819E-19
5893.67106974127  7.095014E-19
5895.03848528865  1.195648E-18
5896.40590083602  -3.829360E-19
5897.77331638339  4.386478E-19
5899.14073193076  1.376314E-18
5900.50814747813  1.212745E-18
5901.8755630255  7.495848E-19
5903.24297857287  8.070235E-19
5904.61039412024  1.501365E-18
5905.97780966761  5.215728E-19
5907.34522521498  1.062793E-18
5908.71264076236  1.279853E-18
5910.08005630973  1.743671E-19
5911.4474718571  7.863952E-19
5912.81488740447  5.426494E-19
5914.18230295184  5.751190E-19
5915.54971849921  -3.504412E-19
5916.91713404658  -1.176349E-19
5918.28454959395  1.158315E-18
5919.65196514132  1.058709E-18
5921.01938068869  1.060352E-19
5922.38679623606  7.268418E-19
5923.75421178343  4.824396E-19
5925.12162733081  3.715494E-19
5926.48904287818  4.508668E-19
5927.85645842555  5.229565E-19
5929.22387397292  7.029042E-19
5930.59128952029  1.628127E-18
5931.95870506766  7.846337E-19
5933.32612061503  4.179023E-19
5934.6935361624  7.497777E-19
5936.06095170977  7.026218E-19
5937.42836725714  6.707538E-19
5938.79578280452  1.308491E-19
5940.16319835189  5.538593E-19
5941.53061389926  9.502117E-19
5942.89802944663  9.540466E-19
5944.265444994  1.231956E-18
5945.63286054137  4.432153E-19
5947.00027608874  -2.898931E-19
5948.36769163611  2.861610E-19
5949.73510718348  1.886827E-19
5951.10252273085  3.435664E-19
5952.46993827823  6.797145E-19
5953.8373538256  1.062773E-18
5955.20476937297  5.438499E-19
5956.57218492034  1.856576E-18
5957.93960046771  6.672596E-19
5959.30701601508  -4.400725E-20
5960.67443156245  4.333370E-19
5962.04184710982  1.271665E-18
5963.40926265719  1.071916E-18
5964.77667820456  5.948512E-20
5966.14409375193  1.287001E-18
5967.5115092993  1.166633E-18
5968.87892484668  8.680459E-19
5970.24634039405  9.462853E-19
5971.61375594142  2.369640E-19
5972.98117148879  1.147039E-18
5974.34858703616  8.155403E-19
5975.71600258353  9.863896E-19
5977.0834181309  1.583954E-18
5978.45083367827  -4.759792E-19
5979.81824922564  2.251202E-19
5981.18566477301  7.675149E-19
5982.55308032038  1.343240E-18
5983.92049586775  2.909161E-19
5985.28791141513  4.835128E-19
5986.6553269625  2.901968E-19
5988.02274250987  4.438883E-19
5989.39015805724  9.974443E-19
5990.75757360461  9.936529E-19
5992.12498915198  1.219364E-18
5993.49240469935  5.358606E-19
5994.85982024672  -1.492196E-19
5996.22723579409  1.430766E-18
5997.59465134146  8.480627E-19
5998.96206688883  7.187618E-19
6000.3294824362  6.247450E-19
6001.69689798358  1.052706E-18
6003.06431353095  1.013896E-18
6004.43172907832  8.702100E-19
6005.79914462569  3.731516E-19
6007.16656017306  2.034634E-19
6008.53397572043  7.163288E-19
6009.9013912678  4.823516E-19
6011.26880681517  2.946753E-19
6012.63622236254  5.262499E-19
6014.00363790991  8.883849E-21
6015.37105345729  5.165670E-19
6016.73846900466  3.194792E-19
6018.10588455203  6.646635E-19
6019.4733000994  8.241424E-19
6020.84071564677  7.420410E-19
6022.20813119414  9.237911E-19
6023.57554674151  5.186955E-19
6024.94296228888  7.487597E-19
6026.31037783625  8.981554E-19
6027.67779338362  4.053022E-19
6029.04520893099  4.133727E-19
6030.41262447837  4.343216E-19
6031.78004002574  5.964811E-19
6033.14745557311  1.182567E-18
6034.51487112048  5.164669E-19
6035.88228666785  3.790449E-19
6037.24970221522  2.524733E-19
6038.61711776259  7.751100E-19
6039.98453330996  4.175412E-19
6041.35194885733  3.939158E-19
6042.7193644047  4.810971E-19
6044.08677995207  6.565166E-19
6045.45419549944  6.519832E-19
6046.82161104682  7.291132E-19
6048.18902659419  4.860205E-19
6049.55644214156  5.851201E-19
6050.92385768893  7.394260E-19
6052.2912732363  3.817356E-19
6053.65868878367  4.654026E-19
6055.02610433104  8.796372E-19
6056.39351987841  3.543989E-19
6057.76093542578  2.873739E-19
6059.12835097315  4.068392E-19
6060.49576652053  7.746595E-19
6061.8631820679  5.147996E-19
6063.23059761527  -3.083645E-20
