BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3144  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D3GU            '  /                                              
FILENAME= '08D3GUFC_ATM.FITS[*,2,1]'  /
6061.06595122821  2.730058E-21
6062.43361663825  -4.383815E-20
6063.80128204829  1.969140E-19
6065.16894745833  -2.553988E-20
6066.53661286837  2.340727E-19
6067.90427827842  4.528445E-19
6069.27194368846  7.950533E-19
6070.6396090985  -2.135003E-19
6072.00727450854  2.780858E-19
6073.37493991858  5.337266E-19
6074.74260532863  4.117294E-19
6076.11027073867  3.306190E-19
6077.47793614871  -2.307585E-20
6078.84560155875  4.811378E-19
6080.21326696879  5.648904E-19
6081.58093237883  6.633169E-19
6082.94859778888  3.681855E-19
6084.31626319892  2.638699E-19
6085.68392860896  6.189714E-19
6087.051594019  3.186143E-19
6088.41925942904  6.217367E-19
6089.78692483908  4.102809E-19
6091.15459024913  2.644559E-19
6092.52225565917  -3.785552E-20
6093.88992106921  -5.559494E-20
6095.25758647925  2.068840E-19
6096.6252518893  4.717446E-19
6097.99291729934  2.064874E-19
6099.36058270938  3.010893E-20
6100.72824811942  -1.888234E-19
6102.09591352946  3.778615E-19
6103.4635789395  4.576420E-19
6104.83124434955  3.366138E-19
6106.19890975959  -9.136374E-20
6107.56657516963  4.585289E-19
6108.93424057967  -1.601726E-19
6110.30190598971  6.618435E-19
6111.66957139975  3.683179E-19
6113.0372368098  3.766237E-19
6114.40490221984  -2.491268E-20
6115.77256762988  5.285158E-19
6117.14023303992  8.386652E-19
6118.50789844996  9.546592E-20
6119.87556386  5.914390E-19
6121.24322927005  -7.352364E-20
6122.61089468009  1.139514E-19
6123.97856009013  5.862927E-20
6125.34622550017  -2.150867E-19
6126.71389091022  -2.800323E-19
6128.08155632026  1.164421E-20
6129.4492217303  4.510990E-19
6130.81688714034  9.622599E-20
6132.18455255038  -6.864526E-20
6133.55221796042  7.024593E-19
6134.91988337047  1.188672E-21
6136.28754878051  6.084188E-19
6137.65521419055  1.619724E-20
6139.02287960059  6.362627E-19
6140.39054501063  6.789138E-19
6141.75821042067  -1.263054E-19
6143.12587583072  2.172340E-19
6144.49354124076  6.997666E-19
6145.8612066508  6.008072E-19
6147.22887206084  3.902006E-19
6148.59653747088  6.528381E-19
6149.96420288093  -9.794031E-20
6151.33186829097  2.983134E-19
6152.69953370101  1.597102E-19
6154.06719911105  1.210243E-19
6155.43486452109  3.100986E-19
6156.80252993113  4.014089E-19
6158.17019534118  3.188904E-19
6159.53786075122  4.009914E-19
6160.90552616126  1.170507E-19
6162.2731915713  -1.116702E-19
6163.64085698134  2.734313E-19
6165.00852239138  2.512807E-19
6166.37618780143  2.355544E-19
6167.74385321147  1.372129E-19
6169.11151862151  -1.177938E-19
6170.47918403155  5.162121E-19
6171.84684944159  5.599801E-19
6173.21451485164  5.205468E-19
6174.58218026168  4.374310E-19
6175.94984567172  4.390040E-19
6177.31751108176  5.825270E-19
6178.6851764918  4.444802E-19
6180.05284190185  1.040535E-19
6181.42050731189  2.760983E-19
6182.78817272193  1.356120E-19
6184.15583813197  3.253084E-19
6185.52350354201  -9.525183E-20
6186.89116895206  2.834747E-19
6188.2588343621  3.924974E-19
6189.62649977214  4.723513E-19
6190.99416518218  -1.901615E-20
6192.36183059222  3.274587E-20
6193.72949600226  -5.968239E-20
6195.0971614123  7.594029E-20
6196.46482682235  8.469445E-20
6197.83249223239  6.805941E-20
6199.20015764243  4.227748E-19
6200.56782305247  7.068715E-19
6201.93548846251  2.952255E-19
6203.30315387256  5.874342E-19
6204.6708192826  6.974771E-19
6206.03848469264  5.046040E-19
6207.40615010268  4.208231E-19
6208.77381551272  4.614427E-19
6210.14148092276  4.939156E-19
6211.50914633281  6.006230E-19
6212.87681174285  3.794359E-19
6214.24447715289  5.675125E-19
6215.61214256293  5.061060E-19
6216.97980797297  2.246486E-19
6218.34747338302  -1.162386E-19
6219.71513879306  -1.469307E-19
6221.0828042031  3.171929E-19
6222.45046961314  -1.022565E-19
6223.81813502318  -1.115202E-19
6225.18580043322  2.754713E-19
6226.55346584327  3.323022E-19
6227.92113125331  5.200017E-19
6229.28879666335  7.653172E-19
6230.65646207339  4.882835E-19
6232.02412748343  5.914148E-19
6233.39179289347  1.275667E-19
6234.75945830352  1.201144E-19
6236.12712371356  -2.724544E-19
6237.4947891236  2.556646E-19
6238.86245453364  3.296409E-19
6240.23011994368  5.765667E-19
6241.59778535373  3.916788E-19
6242.96545076377  5.621663E-19
6244.33311617381  3.801114E-19
6245.70078158385  -1.449409E-19
6247.06844699389  4.092054E-19
6248.43611240394  4.351043E-19
6249.80377781398  5.353245E-19
6251.17144322402  6.209275E-19
6252.53910863406  1.103574E-18
6253.9067740441  6.636975E-19
6255.27443945414  7.597301E-19
6256.64210486419  3.555260E-19
6258.00977027423  6.716009E-19
6259.37743568427  6.911727E-19
6260.74510109431  8.551515E-19
6262.11276650435  3.433053E-19
6263.48043191439  2.448066E-19
6264.84809732444  7.168918E-19
6266.21576273448  9.146274E-19
6267.58342814452  3.940173E-19
6268.95109355456  1.201119E-20
6270.3187589646  4.562897E-19
6271.68642437465  4.983594E-19
6273.05408978469  6.547181E-19
6274.42175519473  6.580818E-19
6275.78942060477  4.438397E-19
6277.15708601481  9.509573E-20
6278.52475142486  -2.060673E-19
6279.8924168349  3.873155E-19
6281.26008224494  1.165075E-20
6282.62774765498  6.218535E-19
6283.99541306502  4.931564E-19
6285.36307847506  6.797162E-19
6286.73074388511  5.788063E-19
6288.09840929515  5.342585E-19
6289.46607470519  6.134976E-19
6290.83374011523  6.909425E-19
6292.20140552527  3.916602E-19
6293.56907093531  5.691796E-19
6294.93673634536  6.999636E-19
6296.3044017554  -8.341194E-20
6297.67206716544  5.562735E-19
6299.03973257548  5.808937E-20
6300.40739798552  -3.963157E-20
6301.77506339557  4.453125E-19
6303.14272880561  6.067742E-19
6304.51039421565  5.719491E-19
6305.87805962569  6.968559E-19
6307.24572503573  7.699683E-19
6308.61339044577  4.585359E-19
6309.98105585582  5.423297E-19
6311.34872126586  -2.534734E-21
6312.7163866759  2.174695E-19
6314.08405208594  3.048837E-19
6315.45171749598  4.250555E-19
6316.81938290603  4.478302E-19
6318.18704831607  2.904254E-19
6319.55471372611  4.870476E-19
6320.92237913615  4.412529E-19
6322.29004454619  4.746360E-19
6323.65770995623  5.716354E-19
6325.02537536628  3.882784E-19
6326.39304077632  3.660427E-19
6327.76070618636  4.095079E-19
6329.1283715964  3.989279E-19
6330.49603700644  3.340288E-19
6331.86370241649  2.800050E-19
6333.23136782653  4.342035E-19
6334.59903323657  1.810776E-19
6335.96669864661  4.893858E-19
6337.33436405665  2.895528E-19
6338.70202946669  6.842238E-19
6340.06969487673  8.066772E-19
6341.43736028678  6.425809E-19
6342.80502569682  1.622490E-21
6344.17269110686  6.174135E-19
6345.5403565169  6.485180E-19
6346.90802192694  2.434953E-19
6348.27568733699  6.888603E-19
6349.64335274703  9.087572E-19
6351.01101815707  4.973290E-19
6352.37868356711  -1.096709E-19
6353.74634897715  5.507387E-19
6355.11401438719  9.371550E-19
6356.48167979724  2.146188E-19
6357.84934520728  5.629127E-19
6359.21701061732  6.346583E-19
6360.58467602736  3.723223E-19
6361.9523414374  4.519426E-19
6363.32000684745  8.642149E-19
6364.68767225749  4.773379E-19
6366.05533766753  5.829771E-19
6367.42300307757  7.175309E-19
6368.79066848761  5.506605E-19
6370.15833389765  4.986606E-19
6371.5259993077  4.850281E-19
6372.89366471774  3.217146E-19
6374.26133012778  4.256223E-19
6375.62899553782  5.722733E-19
6376.99666094786  4.338276E-19
6378.36432635791  4.138941E-19
6379.73199176795  8.403769E-19
6381.09965717799  1.015074E-19
6382.46732258803  8.711955E-19
6383.83498799807  4.324114E-19
6385.20265340812  4.202152E-19
6386.57031881816  5.402522E-19
6387.9379842282  3.968297E-20
6389.30564963824  5.962221E-19
6390.67331504828  3.721425E-19
6392.04098045832  5.100051E-19
6393.40864586836  5.726108E-19
6394.77631127841  3.517223E-19
6396.14397668845  3.370732E-19
6397.51164209849  3.660456E-19
6398.87930750853  5.488466E-19
6400.24697291857  4.750021E-19
6401.61463832862  3.428101E-19
6402.98230373866  4.058716E-19
6404.3499691487  4.878976E-19
6405.71763455874  3.250633E-19
6407.08529996878  6.717746E-19
6408.45296537883  4.116301E-19
6409.82063078887  4.976460E-19
6411.18829619891  4.822161E-19
6412.55596160895  6.283058E-19
6413.92362701899  5.058597E-19
6415.29129242904  6.195961E-19
6416.65895783908  3.508144E-19
6418.02662324912  4.015159E-19
6419.39428865916  4.977919E-19
6420.7619540692  6.834036E-19
6422.12961947924  5.718271E-19
6423.49728488929  7.599473E-19
6424.86495029933  7.541501E-19
6426.23261570937  8.185356E-19
6427.60028111941  7.542097E-19
6428.96794652945  4.710968E-19
6430.33561193949  3.491012E-19
6431.70327734954  4.168703E-19
6433.07094275958  3.310245E-19
6434.43860816962  6.580541E-19
6435.80627357966  7.333527E-19
6437.1739389897  8.153704E-19
6438.54160439975  2.891251E-19
6439.90926980979  7.698699E-19
6441.27693521983  8.577200E-19
6442.64460062987  6.163535E-19
6444.01226603991  7.926062E-19
6445.37993144996  4.399956E-19
6446.74759686  4.427447E-20
6448.11526227004  -1.162816E-19
6449.48292768008  3.304877E-19
6450.85059309012  8.605346E-19
6452.21825850016  1.029681E-18
6453.58592391021  6.562190E-19
6454.95358932025  3.848705E-19
6456.32125473029  2.952858E-19
6457.68892014033  6.670970E-19
6459.05658555037  5.033176E-19
6460.42425096041  2.799739E-19
6461.79191637046  1.046430E-19
6463.1595817805  9.081644E-20
6464.52724719054  2.270232E-19
6465.89491260058  2.874054E-19
6467.26257801062  3.734441E-19
6468.63024342066  6.349181E-19
6469.99790883071  4.107837E-19
6471.36557424075  3.554637E-19
6472.73323965079  3.795980E-19
6474.10090506083  6.189718E-19
6475.46857047087  5.209103E-19
6476.83623588092  3.237141E-19
6478.20390129096  4.297361E-19
6479.571566701  4.521963E-19
6480.93923211104  6.855757E-19
6482.30689752108  6.220723E-19
6483.67456293113  9.054409E-19
6485.04222834117  8.276303E-19
6486.40989375121  5.556325E-19
6487.77755916125  4.107037E-19
6489.14522457129  4.156691E-19
6490.51288998133  5.494922E-19
6491.88055539138  8.625359E-19
6493.24822080142  7.445920E-19
6494.61588621146  7.140661E-19
6495.9835516215  4.888517E-19
6497.35121703154  2.224634E-19
6498.71888244159  4.988150E-19
6500.08654785163  6.385928E-19
6501.45421326167  5.253080E-19
6502.82187867171  6.897406E-19
6504.18954408175  2.784954E-19
6505.55720949179  3.781072E-19
6506.92487490184  3.625541E-19
6508.29254031188  5.382831E-19
6509.66020572192  2.419153E-19
6511.02787113196  3.570221E-19
6512.395536542  3.447775E-19
6513.76320195205  4.363550E-19
6515.13086736209  4.964290E-19
6516.49853277213  7.910007E-19
6517.86619818217  6.300542E-19
6519.23386359221  6.013750E-19
6520.60152900225  4.361286E-19
6521.9691944123  5.215946E-19
6523.33685982234  2.355645E-19
6524.70452523238  3.335193E-19
6526.07219064242  4.187657E-19
6527.43985605246  2.442651E-19
6528.8075214625  7.163545E-20
6530.17518687255  7.242054E-19
6531.54285228259  1.950034E-19
6532.91051769263  -2.534954E-19
6534.27818310267  3.596281E-19
6535.64584851271  6.465829E-19
6537.01351392275  3.339600E-19
6538.3811793328  4.664373E-19
6539.74884474284  2.198451E-19
6541.11651015288  -1.437663E-19
6542.48417556292  3.148132E-19
6543.85184097296  5.164780E-19
6545.21950638301  5.146098E-19
6546.58717179305  5.781207E-19
6547.95483720309  6.522716E-19
6549.32250261313  2.381361E-19
6550.69016802317  -2.666374E-19
6552.05783343322  2.534853E-19
6553.42549884326  8.583203E-19
6554.7931642533  6.062327E-19
6556.16082966334  3.301437E-19
6557.52849507338  3.797831E-19
6558.89616048342  5.837742E-19
6560.26382589347  3.058865E-19
6561.63149130351  5.377303E-19
6562.99915671355  2.893549E-19
6564.36682212359  8.504830E-19
6565.73448753363  4.253122E-19
6567.10215294367  2.416129E-19
6568.46981835372  4.808013E-19
6569.83748376376  3.148617E-19
6571.2051491738  4.820015E-19
6572.57281458384  4.766710E-19
6573.94047999388  8.194007E-20
6575.30814540393  5.230218E-19
6576.67581081397  2.879551E-19
6578.04347622401  3.257186E-19
6579.41114163405  1.374882E-18
6580.77880704409  1.569209E-18
6582.14647245413  1.147198E-18
6583.51413786418  9.913257E-19
6584.88180327422  1.217994E-18
6586.24946868426  1.956961E-18
6587.6171340943  1.954412E-18
6588.98479950434  7.127525E-19
6590.35246491438  4.624322E-19
6591.72013032443  3.851966E-19
6593.08779573447  4.518216E-19
6594.45546114451  3.595772E-19
6595.82312655455  2.036382E-19
6597.19079196459  -6.072800E-20
6598.55845737464  4.773630E-19
6599.92612278468  5.623913E-19
6601.29378819472  2.309405E-19
6602.66145360476  6.907331E-20
6604.0291190148  1.559044E-19
6605.39678442485  2.327808E-19
6606.76444983489  2.459853E-19
6608.13211524493  4.266179E-19
6609.49978065497  4.504225E-19
6610.86744606501  5.281158E-19
6612.23511147506  1.321838E-19
6613.6027768851  4.590132E-19
6614.97044229514  4.101614E-19
6616.33810770518  4.470473E-19
6617.70577311522  1.902144E-19
6619.07343852526  3.285665E-19
6620.4411039353  3.896352E-19
6621.80876934535  3.766785E-19
6623.17643475539  4.843235E-19
6624.54410016543  3.579712E-19
6625.91176557547  -9.616379E-21
6627.27943098551  3.510001E-19
6628.64709639556  3.190530E-19
6630.0147618056  5.063905E-19
6631.38242721564  3.914988E-19
6632.75009262568  2.194310E-19
6634.11775803572  3.748213E-19
6635.48542344576  4.621842E-19
6636.85308885581  2.285926E-19
6638.22075426585  5.008178E-19
6639.58841967589  4.369421E-19
6640.95608508593  6.484038E-19
6642.32375049597  1.615452E-19
6643.69141590602  3.719426E-19
6645.05908131606  -1.497164E-19
6646.4267467261  2.981517E-20
6647.79441213614  4.312719E-19
6649.16207754618  5.475791E-19
6650.52974295623  3.930645E-19
6651.89740836627  4.025767E-19
6653.26507377631  2.281652E-19
6654.63273918635  3.733538E-19
6656.00040459639  4.096613E-19
6657.36807000643  3.169774E-19
6658.73573541648  4.479190E-19
6660.10340082652  6.107898E-19
6661.47106623656  4.978524E-19
6662.8387316466  1.719581E-19
6664.20639705664  2.880180E-19
6665.57406246668  5.449527E-19
6666.94172787673  3.184684E-19
6668.30939328677  1.585650E-19
6669.67705869681  2.080816E-19
6671.04472410685  4.104967E-19
6672.41238951689  5.580599E-19
6673.78005492694  5.348761E-19
6675.14772033698  4.894755E-19
6676.51538574702  3.825304E-19
6677.88305115706  3.693282E-19
6679.2507165671  5.625207E-19
6680.61838197715  5.634704E-19
6681.98604738719  2.900098E-19
6683.35371279723  1.105679E-19
6684.72137820727  2.054826E-19
6686.08904361731  3.581454E-19
6687.45670902735  4.893175E-19
6688.8243744374  7.611228E-19
6690.19203984744  3.128287E-19
6691.55970525748  -1.280935E-21
6692.92737066752  5.290621E-19
6694.29503607756  3.528938E-19
6695.6627014876  2.902195E-19
6697.03036689765  3.456275E-19
6698.39803230769  3.329695E-19
6699.76569771773  2.854176E-19
6701.13336312777  5.160342E-19
6702.50102853781  4.726001E-19
6703.86869394786  4.407016E-19
6705.2363593579  2.515122E-19
6706.60402476794  3.645223E-19
6707.97169017798  4.143767E-19
6709.33935558802  1.781371E-19
6710.70702099806  2.705614E-19
6712.0746864081  1.223032E-19
6713.44235181815  -8.602211E-20
6714.81001722819  4.360129E-19
6716.17768263823  6.126106E-19
6717.54534804827  6.160609E-19
6718.91301345831  8.205093E-20
6720.28067886835  4.565163E-19
6721.6483442784  4.666170E-19
6723.01600968844  3.769031E-19
6724.38367509848  2.055602E-19
6725.75134050852  3.464153E-19
6727.11900591857  2.796264E-19
6728.48667132861  5.762179E-19
6729.85433673865  4.987156E-19
6731.22200214869  3.969774E-19
6732.58966755873  3.947317E-19
6733.95733296877  5.615968E-19
6735.32499837882  3.646424E-19
6736.69266378886  2.762950E-19
6738.0603291989  5.217865E-19
6739.42799460894  4.827666E-19
6740.79566001898  1.936777E-19
6742.16332542902  5.278782E-19
6743.53099083907  5.333824E-19
6744.89865624911  4.078911E-19
6746.26632165915  4.100145E-19
6747.63398706919  2.691691E-19
6749.00165247923  3.124424E-19
6750.36931788928  3.629085E-19
6751.73698329932  4.142937E-19
6753.10464870936  2.574250E-19
6754.4723141194  3.572486E-19
6755.83997952944  5.042854E-19
6757.20764493949  6.414807E-19
6758.57531034953  3.736416E-19
6759.94297575957  4.103262E-19
6761.31064116961  3.994961E-19
6762.67830657965  6.655785E-19
6764.04597198969  3.763315E-19
6765.41363739974  3.750921E-19
6766.78130280978  1.564972E-19
6768.14896821982  2.858779E-19
6769.51663362986  3.034311E-19
6770.8842990399  4.012556E-19
6772.25196444994  7.241797E-19
6773.61962985999  3.979201E-19
6774.98729527003  3.459609E-19
6776.35496068007  4.599902E-19
6777.72262609011  3.793155E-19
6779.09029150015  5.658532E-19
6780.4579569102  4.118324E-19
6781.82562232024  5.044297E-19
6783.19328773028  3.100636E-19
6784.56095314032  4.852124E-19
6785.92861855036  5.444304E-19
6787.29628396041  4.072870E-19
6788.66394937045  4.220129E-19
6790.03161478049  2.752866E-19
6791.39928019053  5.236904E-19
6792.76694560057  4.919094E-19
6794.13461101061  5.156780E-19
6795.50227642065  3.133760E-19
6796.8699418307  5.388492E-19
6798.23760724074  4.067694E-19
6799.60527265078  4.169995E-19
6800.97293806082  5.039352E-19
6802.34060347086  7.735138E-19
6803.70826888091  4.229962E-19
6805.07593429095  4.471993E-19
6806.44359970099  5.763455E-19
6807.81126511103  4.818613E-19
6809.17893052107  6.519166E-19
6810.54659593112  2.254750E-19
6811.91426134116  2.837706E-19
6813.2819267512  1.096180E-19
6814.64959216124  6.307995E-19
6816.01725757128  7.511376E-19
6817.38492298133  2.073629E-19
6818.75258839137  2.971506E-19
6820.12025380141  4.484916E-19
6821.48791921145  7.453383E-19
6822.85558462149  7.723027E-19
6824.22325003153  5.096540E-19
6825.59091544158  7.759443E-19
6826.95858085162  4.977330E-19
6828.32624626166  6.485122E-19
6829.6939116717  7.214423E-19
6831.06157708174  3.877246E-19
6832.42924249178  3.540523E-19
6833.79690790183  6.923369E-19
6835.16457331187  8.708925E-19
6836.53223872191  8.794877E-19
6837.89990413195  7.809641E-19
6839.26756954199  3.729561E-19
6840.63523495204  5.092987E-19
6842.00290036208  4.561857E-19
6843.37056577212  5.985741E-19
6844.73823118216  6.609745E-19
6846.1058965922  7.964681E-19
6847.47356200224  2.497249E-19
6848.84122741229  4.219768E-19
6850.20889282233  6.769258E-19
6851.57655823237  7.338933E-19
6852.94422364241  9.571261E-19
6854.31188905245  2.422997E-19
6855.6795544625  5.279417E-19
6857.04721987254  6.108572E-19
6858.41488528258  5.783020E-19
6859.78255069262  1.289458E-19
6861.15021610266  -1.034790E-19
6862.5178815127  6.926478E-19
6863.88554692275  1.287572E-18
6865.25321233279  7.351862E-19
6866.62087774283  5.497822E-19
6867.98854315287  6.425115E-19
6869.35620856291  2.698220E-19
6870.72387397296  5.833616E-19
6872.091539383  5.892733E-19
6873.45920479304  5.952612E-19
6874.82687020308  4.746605E-19
6876.19453561312  6.239164E-19
6877.56220102316  9.498452E-19
6878.92986643321  5.961429E-19
6880.29753184325  9.920815E-19
6881.66519725329  5.648837E-19
6883.03286266333  6.730980E-19
6884.40052807337  9.474773E-19
6885.76819348342  9.049438E-19
6887.13585889346  1.274508E-18
6888.5035243035  6.634165E-19
6889.87118971354  8.255896E-19
6891.23885512358  7.227695E-19
6892.60652053362  4.510816E-19
6893.97418594367  9.848195E-19
6895.34185135371  3.833381E-19
6896.70951676375  4.893647E-19
6898.07718217379  8.253311E-19
6899.44484758383  3.841814E-19
6900.81251299388  4.691118E-19
6902.18017840392  4.811178E-19
6903.54784381396  5.026029E-19
6904.915509224  5.453587E-19
6906.28317463404  5.326259E-19
6907.65084004408  9.591622E-19
6909.01850545413  7.769244E-19
6910.38617086417  8.749208E-19
6911.75383627421  5.734048E-19
6913.12150168425  5.288646E-19
6914.48916709429  7.427712E-19
6915.85683250433  5.002537E-19
6917.22449791438  7.030122E-19
6918.59216332442  6.100445E-19
6919.95982873446  5.235369E-19
6921.3274941445  1.168473E-18
6922.69515955454  8.338342E-19
6924.06282496459  3.959945E-19
6925.43049037463  4.755785E-19
6926.79815578467  5.182453E-19
6928.16582119471  1.026019E-18
6929.53348660475  7.363686E-19
6930.90115201479  6.874743E-19
6932.26881742484  7.666984E-19
6933.63648283488  5.779835E-19
6935.00414824492  6.613613E-19
6936.37181365496  1.317089E-18
6937.739479065  7.842193E-19
6939.10714447505  8.778063E-19
6940.47480988509  4.345923E-19
6941.84247529513  8.708231E-19
6943.21014070517  8.480332E-19
6944.57780611521  8.142167E-19
6945.94547152525  7.060379E-19
6947.3131369353  1.669380E-19
6948.68080234534  6.206330E-19
6950.04846775538  7.015088E-19
6951.41613316542  6.321433E-19
6952.78379857546  2.901352E-19
6954.1514639855  5.107669E-19
6955.51912939555  5.040985E-19
6956.88679480559  1.030356E-18
6958.25446021563  1.042716E-18
6959.62212562567  9.185090E-19
6960.98979103571  7.586706E-19
6962.35745644575  7.166953E-19
6963.7251218558  5.432339E-19
6965.09278726584  5.305265E-19
6966.46045267588  1.100852E-18
6967.82811808592  1.227028E-18
6969.19578349596  3.090728E-19
6970.56344890601  7.056355E-19
6971.93111431605  7.278335E-19
6973.29877972609  7.237143E-19
6974.66644513613  2.190379E-19
6976.03411054617  6.467894E-19
6977.40177595622  8.129683E-19
6978.76944136626  6.417415E-19
6980.1371067763  6.835819E-19
6981.50477218634  1.033641E-18
6982.87243759638  7.066901E-19
6984.24010300642  8.163386E-19
6985.60776841647  5.636975E-19
6986.97543382651  4.805949E-19
6988.34309923655  4.687960E-19
6989.71076464659  5.798784E-19
6991.07843005663  7.225269E-19
6992.44609546667  5.283050E-19
6993.81376087672  2.905561E-19
6995.18142628676  1.457496E-19
6996.5490916968  5.109861E-19
6997.91675710684  6.460960E-19
6999.28442251688  7.166384E-19
7000.65208792693  6.241169E-19
7002.01975333697  7.743144E-19
7003.38741874701  4.765775E-19
7004.75508415705  6.061120E-19
7006.12274956709  8.391397E-19
7007.49041497714  4.024912E-19
7008.85808038718  4.907189E-19
7010.22574579722  1.305072E-19
7011.59341120726  6.977062E-19
7012.9610766173  5.433910E-19
7014.32874202734  5.359963E-19
7015.69640743739  9.255440E-19
7017.06407284743  7.698597E-19
7018.43173825747  5.795104E-19
7019.79940366751  6.301893E-19
7021.16706907755  7.061059E-19
7022.53473448759  9.030650E-19
7023.90239989764  4.993067E-19
7025.27006530768  4.192235E-19
7026.63773071772  4.977693E-19
7028.00539612776  5.052436E-19
7029.3730615378  6.271504E-19
7030.74072694785  8.349146E-19
7032.10839235789  5.890586E-19
7033.47605776793  5.286322E-19
7034.84372317797  1.034816E-18
7036.21138858801  6.993608E-19
7037.57905399806  7.941305E-19
7038.9467194081  3.804425E-19
7040.31438481814  2.705677E-19
7041.68205022818  3.572752E-19
7043.04971563822  3.577037E-19
7044.41738104826  4.617544E-19
7045.7850464583  5.939508E-19
7047.15271186835  5.413705E-19
7048.52037727839  7.490337E-19
7049.88804268843  6.503172E-19
7051.25570809847  7.186349E-19
7052.62337350851  6.038912E-19
7053.99103891856  6.965252E-19
7055.3587043286  7.537733E-19
7056.72636973864  6.700862E-19
7058.09403514868  7.031107E-19
7059.46170055872  3.669262E-19
7060.82936596876  2.555222E-19
7062.19703137881  5.020937E-19
7063.56469678885  5.829334E-19
7064.93236219889  6.371575E-19
7066.30002760893  6.568159E-19
7067.66769301897  6.600624E-19
7069.03535842902  6.351631E-19
7070.40302383906  6.921347E-19
7071.7706892491  9.897310E-19
7073.13835465914  8.975267E-19
7074.50602006918  4.908519E-19
7075.87368547923  2.072277E-19
7077.24135088927  5.594199E-19
7078.60901629931  5.022989E-19
7079.97668170935  5.135847E-19
7081.34434711939  6.283371E-19
7082.71201252943  4.956753E-19
7084.07967793948  6.085956E-19
7085.44734334952  6.634048E-19
7086.81500875956  8.590976E-19
7088.1826741696  6.279929E-19
7089.55033957964  7.171965E-19
7090.91800498968  7.422721E-19
7092.28567039973  7.849590E-19
7093.65333580977  6.693297E-19
7095.02100121981  7.591609E-19
7096.38866662985  5.988720E-19
7097.75633203989  4.821385E-19
7099.12399744994  6.455249E-19
7100.49166285998  8.022264E-19
7101.85932827002  5.359874E-19
7103.22699368006  8.357433E-19
7104.5946590901  8.259277E-19
7105.96232450015  5.495870E-19
7107.32998991019  4.588177E-19
7108.69765532023  6.858854E-19
7110.06532073027  6.775579E-19
7111.43298614031  5.684459E-19
7112.80065155035  3.749944E-19
7114.1683169604  6.781715E-19
7115.53598237044  6.818307E-19
7116.90364778048  6.906405E-19
7118.27131319052  4.447713E-19
7119.63897860056  5.916668E-19
7121.0066440106  4.322207E-19
7122.37430942065  7.999709E-19
7123.74197483069  6.507630E-19
7125.10964024073  5.508711E-19
7126.47730565077  9.181344E-19
7127.84497106081  8.147389E-19
7129.21263647085  8.377282E-19
7130.5803018809  4.535878E-19
7131.94796729094  6.227378E-19
7133.31563270098  8.970763E-19
7134.68329811102  5.886245E-19
7136.05096352106  7.245985E-19
7137.41862893111  3.100506E-19
7138.78629434115  5.789374E-19
7140.15395975119  3.464054E-19
7141.52162516123  8.699912E-19
7142.88929057127  7.123244E-19
7144.25695598132  6.954556E-19
7145.62462139136  5.379440E-19
7146.9922868014  5.035614E-19
7148.35995221144  1.028530E-18
7149.72761762148  8.962222E-19
7151.09528303152  1.113267E-18
7152.46294844157  9.176988E-19
7153.83061385161  6.511278E-19
7155.19827926165  6.920711E-19
7156.56594467169  7.253306E-19
7157.93361008173  5.594211E-19
7159.30127549177  7.249794E-19
7160.66894090182  6.048561E-19
7162.03660631186  7.913236E-19
7163.4042717219  9.064338E-19
7164.77193713194  5.585553E-19
7166.13960254198  7.840574E-19
7167.50726795203  8.462785E-19
7168.87493336207  9.736048E-19
7170.24259877211  6.596931E-19
7171.61026418215  6.628341E-19
7172.97792959219  6.916177E-19
7174.34559500224  7.957720E-19
7175.71326041228  8.105694E-19
7177.08092582232  8.422295E-19
7178.44859123236  9.797021E-19
7179.8162566424  5.654327E-19
7181.18392205244  6.988821E-19
7182.55158746249  8.346920E-19
7183.91925287253  1.149298E-18
7185.28691828257  1.008805E-18
7186.65458369261  8.091292E-19
7188.02224910265  7.806806E-19
7189.38991451269  6.694185E-19
7190.75757992274  9.221203E-19
7192.12524533278  7.418051E-19
7193.49291074282  9.515976E-19
7194.86057615286  7.078688E-19
7196.2282415629  5.936496E-19
7197.59590697294  1.094594E-18
7198.96357238299  8.777102E-19
7200.33123779303  1.094659E-18
7201.69890320307  6.556776E-19
7203.06656861311  1.004613E-18
7204.43423402315  8.249682E-19
7205.8018994332  5.408645E-19
7207.16956484324  4.779292E-19
7208.53723025328  7.302449E-19
7209.90489566332  7.814959E-19
7211.27256107336  7.047159E-19
7212.64022648341  4.235723E-19
7214.00789189345  5.317743E-19
7215.37555730349  6.887502E-19
7216.74322271353  8.429020E-19
7218.11088812357  8.652080E-19
7219.47855353361  6.134939E-19
7220.84621894366  6.965953E-19
7222.2138843537  9.612329E-19
7223.58154976374  9.284100E-19
7224.94921517378  8.832039E-19
7226.31688058382  8.516336E-19
7227.68454599386  4.804535E-19
7229.05221140391  7.552147E-19
