BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3141  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2AD            '  /                                              
FILENAME= 'VERSION3FC_RECAL2_ATM[*,1,1]'  /
6079.78283786779  1.088273E-18
6081.15064048773  1.032866E-18
6082.51844310766  8.512755E-19
6083.88624572759  8.190746E-19
6085.25404834753  1.037688E-18
6086.62185096746  1.077760E-18
6087.9896535874  1.178179E-18
6089.35745620733  1.065257E-18
6090.72525882726  6.497723E-19
6092.0930614472  8.887856E-19
6093.46086406713  1.056782E-18
6094.82866668707  1.369247E-18
6096.196469307  1.098488E-18
6097.56427192694  1.231669E-18
6098.93207454687  9.959292E-19
6100.2998771668  9.447788E-19
6101.66767978674  8.177321E-19
6103.03548240667  1.052592E-18
6104.40328502661  8.691901E-19
6105.77108764654  8.944298E-19
6107.13889026647  1.495298E-18
6108.50669288641  1.042324E-18
6109.87449550634  9.502234E-19
6111.24229812628  9.527101E-19
6112.61010074621  6.906188E-19
6113.97790336614  8.443144E-19
6115.34570598608  8.485478E-19
6116.71350860601  8.480220E-19
6118.08131122595  9.141354E-19
6119.44911384588  1.483725E-18
6120.81691646582  1.060142E-18
6122.18471908575  6.146317E-19
6123.55252170568  4.881752E-19
6124.92032432562  8.636867E-19
6126.28812694555  1.030547E-18
6127.65592956549  6.609577E-19
6129.02373218542  6.373152E-19
6130.39153480535  7.323213E-19
6131.75933742529  1.331367E-18
6133.12714004522  1.064677E-18
6134.49494266516  9.853019E-19
6135.86274528509  8.564247E-19
6137.23054790503  1.144677E-18
6138.59835052496  1.154984E-18
6139.96615314489  1.077034E-18
6141.33395576483  9.622892E-19
6142.70175838476  8.333121E-19
6144.0695610047  8.879636E-19
6145.43736362463  9.573417E-19
6146.80516624456  1.003966E-18
6148.1729688645  9.367360E-19
6149.54077148443  1.196942E-18
6150.90857410437  9.923698E-19
6152.2763767243  1.084796E-18
6153.64417934423  1.090698E-18
6155.01198196417  1.189594E-18
6156.3797845841  1.072067E-18
6157.74758720404  1.062365E-18
6159.11538982397  8.372340E-19
6160.4831924439  9.887932E-19
6161.85099506384  9.885748E-19
6163.21879768377  7.554206E-19
6164.58660030371  9.087320E-19
6165.95440292364  9.787256E-19
6167.32220554358  8.740929E-19
6168.69000816351  1.034071E-18
6170.05781078344  1.174687E-18
6171.42561340338  9.911463E-19
6172.79341602331  8.270598E-19
6174.16121864325  7.934380E-19
6175.52902126318  8.450436E-19
6176.89682388311  9.498766E-19
6178.26462650305  9.605908E-19
6179.63242912298  1.107814E-18
6181.00023174292  7.844051E-19
6182.36803436285  8.184328E-19
6183.73583698279  9.069978E-19
6185.10363960272  9.180976E-19
6186.47144222265  8.680265E-19
6187.83924484259  9.100031E-19
6189.20704746252  7.443705E-19
6190.57485008245  8.874693E-19
6191.94265270239  5.534789E-19
6193.31045532232  5.463983E-19
6194.67825794226  7.722891E-19
6196.04606056219  1.078154E-18
6197.41386318213  1.274100E-18
6198.78166580206  1.005855E-18
6200.14946842199  7.850655E-19
6201.51727104193  8.816881E-19
6202.88507366186  8.676929E-19
6204.2528762818  7.894407E-19
6205.62067890173  1.044751E-18
6206.98848152166  9.310726E-19
6208.3562841416  1.040018E-18
6209.72408676153  1.029825E-18
6211.09188938147  1.046625E-18
6212.4596920014  9.372050E-19
6213.82749462133  9.937323E-19
6215.19529724127  4.815834E-19
6216.5630998612  9.815879E-19
6217.93090248114  9.650397E-19
6219.29870510107  8.274099E-19
6220.666507721  9.735959E-19
6222.03431034094  8.026035E-19
6223.40211296087  1.168937E-18
6224.76991558081  9.091487E-19
6226.13771820074  8.769455E-19
6227.50552082068  7.353074E-19
6228.87332344061  1.051864E-18
6230.24112606054  9.013695E-19
6231.60892868048  1.009224E-18
6232.97673130041  8.748200E-19
6234.34453392035  5.753508E-19
6235.71233654028  6.611136E-19
6237.08013916021  7.488721E-19
6238.44794178015  9.852513E-19
6239.81574440008  7.623023E-19
6241.18354702002  8.628728E-19
6242.55134963995  8.938086E-19
6243.91915225989  1.022409E-18
6245.28695487982  7.860468E-19
6246.65475749975  7.456291E-19
6248.02256011969  7.689468E-19
6249.39036273962  1.021905E-18
6250.75816535956  9.383228E-19
6252.12596797949  1.050271E-18
6253.49377059942  7.365131E-19
6254.86157321936  9.451650E-19
6256.22937583929  1.053481E-18
6257.59717845923  8.727764E-19
6258.96498107916  6.085293E-19
6260.33278369909  9.661250E-19
6261.70058631903  6.519290E-19
6263.06838893896  8.262278E-19
6264.4361915589  8.318008E-19
6265.80399417883  1.011737E-18
6267.17179679876  7.938560E-19
6268.5395994187  9.110784E-19
6269.90740203863  9.355274E-19
6271.27520465857  8.290572E-19
6272.6430072785  9.635030E-19
6274.01080989843  1.123526E-18
6275.37861251837  1.086887E-18
6276.7464151383  9.796591E-19
6278.11421775824  8.309040E-19
6279.48202037817  7.443777E-19
6280.84982299811  9.318260E-19
6282.21762561804  1.013418E-18
6283.58542823797  8.552593E-19
6284.95323085791  9.614548E-19
6286.32103347784  9.181529E-19
6287.68883609778  8.128329E-19
6289.05663871771  1.010053E-18
6290.42444133764  7.858370E-19
6291.79224395758  8.789456E-19
6293.16004657751  1.160232E-18
6294.52784919745  1.081355E-18
6295.89565181738  9.134407E-19
6297.26345443731  1.077955E-18
6298.63125705725  7.786286E-19
6299.99905967718  9.008852E-19
6301.36686229712  1.406423E-18
6302.73466491705  9.018214E-19
6304.10246753698  1.048730E-18
6305.47027015692  9.533988E-19
6306.83807277685  8.133183E-19
6308.20587539679  8.146709E-19
6309.57367801672  1.116402E-18
6310.94148063666  1.460152E-18
6312.30928325659  1.030726E-18
6313.67708587652  8.611236E-19
6315.04488849646  1.159459E-18
6316.41269111639  1.131744E-18
6317.78049373632  9.481048E-19
6319.14829635626  1.026880E-18
6320.51609897619  9.234595E-19
6321.88390159613  1.022982E-18
6323.25170421606  1.149576E-18
6324.619506836  1.030016E-18
6325.98730945593  8.420683E-19
6327.35511207586  1.109018E-18
6328.7229146958  8.170506E-19
6330.09071731573  1.168777E-18
6331.45851993567  7.120567E-19
6332.8263225556  1.191195E-18
6334.19412517553  1.173056E-18
6335.56192779547  1.080660E-18
6336.9297304154  1.114918E-18
6338.29753303534  9.379923E-19
6339.66533565527  1.193777E-18
6341.03313827521  9.940473E-19
6342.40094089514  9.206603E-19
6343.76874351507  1.199957E-18
6345.13654613501  1.240699E-18
6346.50434875494  7.808011E-19
6347.87215137488  1.069013E-18
6349.23995399481  1.107457E-18
6350.60775661474  9.663200E-19
6351.97555923468  1.068837E-18
6353.34336185461  1.094254E-18
6354.71116447455  1.030411E-18
6356.07896709448  1.174692E-18
6357.44676971441  9.460280E-19
6358.81457233435  8.586885E-19
6360.18237495428  7.816312E-19
6361.55017757422  1.037649E-18
6362.91798019415  9.417338E-19
6364.28578281408  9.943764E-19
6365.65358543402  1.040988E-18
6367.02138805395  8.289719E-19
6368.38919067389  9.596836E-19
6369.75699329382  1.057137E-18
6371.12479591376  9.487626E-19
6372.49259853369  7.082582E-19
6373.86040115362  8.200612E-19
6375.22820377356  9.258901E-19
6376.59600639349  8.867494E-19
6377.96380901343  1.022528E-18
6379.33161163336  9.828990E-19
6380.69941425329  1.149167E-18
6382.06721687323  1.352980E-18
6383.43501949316  1.116243E-18
6384.8028221131  1.050158E-18
6386.17062473303  9.187100E-19
6387.53842735297  7.404624E-19
6388.9062299729  1.031260E-18
6390.27403259283  8.274711E-19
6391.64183521277  1.023932E-18
6393.0096378327  8.693117E-19
6394.37744045264  8.437084E-19
6395.74524307257  9.633542E-19
6397.1130456925  7.447555E-19
6398.48084831244  7.919511E-19
6399.84865093237  9.476120E-19
6401.21645355231  9.445991E-19
6402.58425617224  1.107717E-18
6403.95205879217  9.948386E-19
6405.31986141211  7.770636E-19
6406.68766403204  8.707983E-19
6408.05546665198  8.313954E-19
6409.42326927191  8.525792E-19
6410.79107189185  9.080947E-19
6412.15887451178  7.742106E-19
6413.52667713171  8.263805E-19
6414.89447975165  9.408153E-19
6416.26228237158  7.506148E-19
6417.63008499152  7.896385E-19
6418.99788761145  6.124696E-19
6420.36569023138  6.344942E-19
6421.73349285132  7.677425E-19
6423.10129547125  9.661157E-19
6424.46909809119  8.761812E-19
6425.83690071112  8.834795E-19
6427.20470333105  9.384405E-19
6428.57250595099  9.725070E-19
6429.94030857092  6.651549E-19
6431.30811119086  1.138355E-18
6432.67591381079  1.129477E-18
6434.04371643072  1.284374E-18
6435.41151905066  9.012944E-19
6436.77932167059  7.785872E-19
6438.14712429053  6.955148E-19
6439.51492691046  1.071617E-18
6440.8827295304  7.749592E-19
6442.25053215033  1.060575E-18
6443.61833477026  9.218262E-19
6444.9861373902  7.551970E-19
6446.35394001013  1.092655E-18
6447.72174263007  1.063588E-18
6449.08954525  1.566464E-18
6450.45734786993  1.147149E-18
6451.82515048987  9.615254E-19
6453.1929531098  1.216505E-18
6454.56075572974  6.606869E-19
6455.92855834967  7.534483E-19
6457.2963609696  7.037816E-19
6458.66416358954  8.855410E-19
6460.03196620947  9.707395E-19
6461.39976882941  1.146895E-18
6462.76757144934  1.018536E-18
6464.13537406928  1.083672E-18
6465.50317668921  7.327388E-19
6466.87097930914  9.038365E-19
6468.23878192908  1.027155E-18
6469.60658454901  8.096532E-19
6470.97438716895  9.872449E-19
6472.34218978888  1.315757E-18
6473.70999240881  1.103859E-18
6475.07779502875  1.053185E-18
6476.44559764868  9.178062E-19
6477.81340026862  8.985561E-19
6479.18120288855  1.362234E-18
6480.54900550849  1.098517E-18
6481.91680812842  9.939342E-19
6483.28461074835  1.047236E-18
6484.65241336829  1.131240E-18
6486.02021598822  1.308500E-18
6487.38801860816  1.498359E-18
6488.75582122809  1.205906E-18
6490.12362384802  9.475671E-19
6491.49142646796  1.053240E-18
6492.85922908789  1.122195E-18
6494.22703170783  1.078590E-18
6495.59483432776  1.156781E-18
6496.96263694769  1.169865E-18
6498.33043956763  8.815338E-19
6499.69824218756  9.353667E-19
6501.0660448075  1.206195E-18
6502.43384742743  5.300373E-19
6503.80165004736  1.008780E-18
6505.1694526673  9.851688E-19
6506.53725528723  1.205736E-18
6507.90505790717  7.523561E-19
6509.2728605271  1.186604E-18
6510.64066314703  1.050084E-18
6512.00846576697  8.915277E-19
6513.3762683869  1.148199E-18
6514.74407100684  1.296261E-18
6516.11187362677  1.156551E-18
6517.47967624671  8.314421E-19
6518.84747886664  8.174413E-19
6520.21528148658  1.127917E-18
6521.58308410651  8.158402E-19
6522.95088672644  9.702599E-19
6524.31868934638  9.026537E-19
6525.68649196631  9.120729E-19
6527.05429458625  9.581499E-19
6528.42209720618  1.037964E-18
6529.78989982611  9.232394E-19
6531.15770244605  7.733512E-19
6532.52550506598  7.319329E-19
6533.89330768592  8.673421E-19
6535.26111030585  8.678966E-19
6536.62891292578  9.884372E-19
6537.99671554572  8.736145E-19
6539.36451816565  1.069112E-18
6540.73232078559  1.181041E-18
6542.10012340552  1.018376E-18
6543.46792602545  1.043853E-18
6544.83572864539  7.469283E-19
6546.20353126532  8.618392E-19
6547.57133388526  8.526930E-19
6548.93913650519  6.186284E-19
6550.30693912512  8.137750E-19
6551.67474174506  1.080174E-18
6553.04254436499  1.386895E-18
6554.41034698493  1.029781E-18
6555.77814960486  8.762998E-19
6557.14595222479  1.068790E-18
6558.51375484473  7.606529E-19
6559.88155746466  1.017740E-18
6561.2493600846  1.021038E-18
6562.61716270453  7.404027E-19
6563.98496532446  8.124471E-19
6565.3527679444  7.461970E-19
6566.72057056433  8.577879E-19
6568.08837318427  8.948777E-19
6569.4561758042  1.053761E-18
6570.82397842413  7.130428E-19
6572.19178104407  8.043874E-19
6573.559583664  9.407163E-19
6574.92738628394  1.231510E-18
6576.29518890387  9.885082E-19
6577.66299152381  9.399255E-19
6579.03079414374  9.249631E-19
6580.39859676367  6.552666E-19
6581.76639938361  6.213294E-19
6583.13420200354  8.997840E-19
6584.50200462348  9.097529E-19
6585.86980724341  9.130568E-19
6587.23760986334  7.543443E-19
6588.60541248328  9.766109E-19
6589.97321510321  9.265790E-19
6591.34101772315  1.038637E-18
6592.70882034308  8.873585E-19
6594.07662296302  9.412118E-19
6595.44442558295  7.936578E-19
6596.81222820288  1.034556E-18
6598.18003082282  8.789894E-19
6599.54783344275  9.419479E-19
6600.91563606269  8.901846E-19
6602.28343868262  8.164582E-19
6603.65124130255  7.067920E-19
6605.01904392249  6.306933E-19
6606.38684654242  8.753548E-19
6607.75464916236  8.931838E-19
6609.12245178229  7.173099E-19
6610.49025440222  7.461643E-19
6611.85805702216  8.987666E-19
6613.22585964209  8.451762E-19
6614.59366226203  8.401652E-19
6615.96146488196  7.809839E-19
6617.32926750189  6.872471E-19
6618.69707012183  7.773464E-19
6620.06487274176  9.859488E-19
6621.4326753617  7.508162E-19
6622.80047798163  7.938370E-19
6624.16828060156  7.788693E-19
6625.5360832215  5.904841E-19
6626.90388584143  7.375226E-19
6628.27168846137  8.051036E-19
6629.6394910813  7.862019E-19
6631.00729370123  7.070671E-19
6632.37509632117  6.580102E-19
6633.7428989411  7.625236E-19
6635.11070156104  9.822128E-19
6636.47850418097  7.276196E-19
6637.84630680091  8.863880E-19
6639.21410942084  7.984610E-19
6640.58191204078  7.788323E-19
6641.94971466071  7.012386E-19
6643.31751728064  7.632567E-19
6644.68531990058  8.952964E-19
6646.05312252051  6.865448E-19
6647.42092514044  8.385056E-19
6648.78872776038  8.832584E-19
6650.15653038031  8.009828E-19
6651.52433300025  7.217908E-19
6652.89213562018  7.642709E-19
6654.25993824011  7.204440E-19
6655.62774086005  8.687367E-19
6656.99554347998  9.108084E-19
6658.36334609992  8.839948E-19
6659.73114871985  7.957290E-19
6661.09895133979  6.336326E-19
6662.46675395972  6.143418E-19
6663.83455657965  9.313481E-19
6665.20235919959  1.055469E-18
6666.57016181952  5.556780E-19
6667.93796443946  7.523457E-19
6669.30576705939  8.524228E-19
6670.67356967932  8.180811E-19
6672.04137229926  1.016672E-18
6673.40917491919  8.766864E-19
6674.77697753913  7.081461E-19
6676.14478015906  6.253651E-19
6677.51258277899  7.375822E-19
6678.88038539893  8.285043E-19
6680.24818801886  6.964364E-19
6681.6159906388  6.345712E-19
6682.98379325873  4.681200E-19
6684.35159587866  6.800902E-19
6685.7193984986  5.791930E-19
6687.08720111853  7.438339E-19
6688.45500373847  6.672047E-19
6689.8228063584  5.464216E-19
6691.19060897834  7.927685E-19
6692.55841159827  9.037508E-19
6693.9262142182  8.536231E-19
6695.29401683814  6.913601E-19
6696.66181945807  7.456182E-19
6698.02962207801  6.766876E-19
6699.39742469794  1.057451E-18
6700.76522731787  7.036204E-19
6702.13302993781  7.217078E-19
6703.50083255774  9.070772E-19
6704.86863517768  8.946486E-19
6706.23643779761  9.347197E-19
6707.60424041754  9.640295E-19
6708.97204303748  6.236379E-19
6710.33984565741  5.823301E-19
6711.70764827735  8.411037E-19
6713.07545089728  8.820356E-19
6714.44325351722  9.474941E-19
6715.81105613715  8.082726E-19
6717.17885875708  7.975400E-19
6718.54666137702  7.463164E-19
6719.91446399695  7.611831E-19
6721.28226661689  8.329328E-19
6722.65006923682  7.616401E-19
6724.01787185675  5.127019E-19
6725.38567447669  6.097375E-19
6726.75347709662  2.257695E-19
6728.12127971656  7.135763E-19
6729.48908233649  7.130881E-19
6730.85688495643  5.338604E-19
6732.22468757636  6.036536E-19
6733.59249019629  4.697953E-19
6734.96029281623  6.294018E-19
6736.32809543616  6.318790E-19
6737.69589805609  7.472021E-19
6739.06370067603  5.897451E-19
6740.43150329596  6.956769E-19
6741.7993059159  7.451208E-19
6743.16710853583  7.069402E-19
6744.53491115577  7.505936E-19
6745.9027137757  9.585712E-19
6747.27051639563  8.227056E-19
6748.63831901557  8.574917E-19
6750.0061216355  5.589032E-19
6751.37392425544  6.715301E-19
6752.74172687537  8.203892E-19
6754.10952949531  6.977364E-19
6755.47733211524  7.094237E-19
6756.84513473517  9.257836E-19
6758.21293735511  7.816283E-19
6759.58073997504  7.351647E-19
6760.94854259498  7.082956E-19
6762.31634521491  6.417102E-19
6763.68414783484  6.836934E-19
6765.05195045478  6.327794E-19
6766.41975307471  6.308090E-19
6767.78755569465  8.198483E-19
6769.15535831458  8.030724E-19
6770.52316093451  8.377834E-19
6771.89096355445  9.064541E-19
6773.25876617438  8.895678E-19
6774.62656879432  8.364383E-19
6775.99437141425  9.074128E-19
6777.36217403418  1.128827E-18
6778.72997665412  8.413780E-19
6780.09777927405  8.460132E-19
6781.46558189399  8.586775E-19
6782.83338451392  8.306851E-19
6784.20118713385  7.258463E-19
6785.56898975379  8.696960E-19
6786.93679237372  6.817790E-19
6788.30459499366  9.323322E-19
6789.67239761359  9.168633E-19
6791.04020023352  6.631390E-19
6792.40800285346  9.707249E-19
6793.77580547339  8.613955E-19
6795.14360809333  1.011501E-18
6796.51141071326  7.629122E-19
6797.87921333319  7.582971E-19
6799.24701595313  7.480400E-19
6800.61481857307  7.279947E-19
6801.982621193  8.432812E-19
6803.35042381293  7.616179E-19
6804.71822643287  8.463009E-19
6806.0860290528  8.932690E-19
6807.45383167273  6.837414E-19
6808.82163429267  8.213912E-19
6810.1894369126  8.174433E-19
6811.55723953254  7.529681E-19
6812.92504215247  7.810040E-19
6814.29284477241  7.759502E-19
6815.66064739234  6.903414E-19
6817.02845001227  9.057109E-19
6818.39625263221  8.156684E-19
6819.76405525214  7.830610E-19
6821.13185787208  9.375105E-19
6822.49966049201  9.778145E-19
6823.86746311194  9.119946E-19
6825.23526573188  8.684626E-19
6826.60306835181  1.041543E-18
6827.97087097175  6.816048E-19
6829.33867359168  6.863236E-19
6830.70647621161  4.061622E-19
6832.07427883155  5.823597E-19
6833.44208145148  7.076076E-19
6834.80988407142  5.842195E-19
6836.17768669135  6.233541E-19
6837.54548931128  8.584444E-19
6838.91329193122  7.697519E-19
6840.28109455115  8.170269E-19
6841.64889717109  9.806168E-19
6843.01669979102  8.962751E-19
6844.38450241096  7.866625E-19
6845.75230503089  6.795447E-19
6847.12010765082  7.391867E-19
6848.48791027076  7.426281E-19
6849.85571289069  8.054186E-19
6851.22351551063  6.242677E-19
6852.59131813056  6.776887E-19
6853.95912075049  7.990266E-19
6855.32692337043  1.015973E-18
6856.69472599036  8.930103E-19
6858.0625286103  9.300032E-19
6859.43033123023  8.308097E-19
6860.79813385017  8.919084E-19
6862.1659364701  1.043289E-18
6863.53373909003  8.443737E-19
6864.90154170997  9.719242E-19
6866.2693443299  1.099045E-18
6867.63714694984  1.072175E-18
6869.00494956977  1.054556E-18
6870.3727521897  1.050791E-18
6871.74055480964  7.215088E-19
6873.10835742957  8.314320E-19
6874.47616004951  6.409505E-19
6875.84396266944  6.937507E-19
6877.21176528937  7.904515E-19
6878.57956790931  8.308994E-19
6879.94737052924  7.036402E-19
6881.31517314918  8.170516E-19
6882.68297576911  7.166644E-19
6884.05077838904  9.726328E-19
6885.41858100898  8.823407E-19
6886.78638362891  8.133282E-19
6888.15418624885  8.869271E-19
6889.52198886878  7.637583E-19
6890.88979148872  9.184721E-19
6892.25759410865  6.088844E-19
6893.62539672858  7.157257E-19
6894.99319934852  8.197489E-19
6896.36100196845  7.244787E-19
6897.72880458839  1.026566E-18
6899.09660720832  8.587898E-19
6900.46440982825  1.021258E-18
6901.83221244819  9.901808E-19
6903.20001506812  7.695394E-19
6904.56781768806  7.251835E-19
6905.93562030799  7.615361E-19
6907.30342292792  8.153465E-19
6908.67122554786  8.055050E-19
6910.03902816779  6.381428E-19
6911.40683078773  8.573236E-19
6912.77463340766  9.519927E-19
6914.14243602759  9.483004E-19
6915.51023864753  1.141547E-18
6916.87804126746  8.908654E-19
6918.2458438874  7.980767E-19
6919.61364650733  7.943533E-19
6920.98144912726  1.034442E-18
6922.3492517472  8.420578E-19
6923.71705436713  8.619556E-19
6925.08485698707  7.576964E-19
6926.452659607  8.747246E-19
6927.82046222693  1.001211E-18
6929.18826484687  1.115225E-18
6930.5560674668  7.898817E-19
6931.92387008674  8.004460E-19
6933.29167270667  8.861634E-19
6934.6594753266  1.001198E-18
6936.02727794654  9.846860E-19
6937.39508056647  1.023690E-18
6938.76288318641  6.776522E-19
6940.13068580634  8.406246E-19
6941.49848842628  7.409496E-19
6942.86629104621  8.500773E-19
6944.23409366614  7.839057E-19
6945.60189628608  8.304838E-19
6946.96969890601  1.047779E-18
6948.33750152595  8.668324E-19
6949.70530414588  9.171565E-19
6951.07310676581  1.051345E-18
6952.44090938575  7.917333E-19
6953.80871200568  9.287022E-19
6955.17651462562  1.030651E-18
6956.54431724555  8.266759E-19
6957.91211986549  9.168165E-19
6959.27992248542  8.674349E-19
6960.64772510535  7.960984E-19
6962.01552772529  9.783395E-19
6963.38333034522  9.887645E-19
6964.75113296516  1.020430E-18
6966.11893558509  1.021304E-18
6967.48673820502  9.870233E-19
6968.85454082496  8.142547E-19
6970.22234344489  9.347926E-19
6971.59014606483  1.093277E-18
6972.95794868476  8.421011E-19
6974.32575130469  1.024997E-18
6975.69355392463  1.118238E-18
6977.06135654456  7.666701E-19
6978.4291591645  8.042397E-19
6979.79696178443  6.994249E-19
6981.16476440436  8.408032E-19
6982.5325670243  9.203593E-19
6983.90036964423  8.616325E-19
6985.26817226417  8.773563E-19
6986.6359748841  1.030841E-18
6988.00377750404  9.239899E-19
6989.37158012397  8.669367E-19
6990.7393827439  1.020855E-18
6992.10718536384  1.049670E-18
6993.47498798377  1.123131E-18
6994.84279060371  9.568328E-19
6996.21059322364  1.010149E-18
6997.57839584357  1.044214E-18
6998.94619846351  8.450801E-19
7000.31400108344  9.932792E-19
7001.68180370338  9.946636E-19
7003.04960632331  1.012104E-18
7004.41740894325  8.921850E-19
7005.78521156318  1.064132E-18
7007.15301418311  9.803876E-19
7008.52081680305  7.665828E-19
7009.88861942298  9.367301E-19
7011.25642204292  9.870231E-19
7012.62422466285  7.434721E-19
7013.99202728278  8.690877E-19
7015.35982990272  8.000014E-19
7016.72763252265  8.952669E-19
7018.09543514259  1.016998E-18
7019.46323776252  8.562520E-19
7020.83104038245  1.030773E-18
7022.19884300239  1.018660E-18
7023.56664562232  9.862623E-19
7024.93444824226  9.767592E-19
7026.30225086219  7.923448E-19
7027.67005348213  9.986743E-19
7029.03785610206  9.296915E-19
7030.40565872199  9.977958E-19
7031.77346134193  1.107216E-18
7033.14126396186  1.005062E-18
7034.5090665818  1.046336E-18
7035.87686920173  1.038971E-18
7037.24467182166  1.214219E-18
7038.6124744416  1.201313E-18
7039.98027706153  9.535766E-19
7041.34807968147  1.040935E-18
7042.7158823014  1.158695E-18
7044.08368492133  9.743508E-19
7045.45148754127  8.113640E-19
7046.8192901612  8.089746E-19
7048.18709278114  9.823941E-19
7049.55489540107  9.826837E-19
7050.92269802101  9.983547E-19
7052.29050064094  1.015783E-18
7053.65830326087  8.666587E-19
7055.02610588081  7.943929E-19
7056.39390850074  8.720849E-19
7057.76171112067  9.515885E-19
7059.12951374061  9.470787E-19
7060.49731636054  9.257299E-19
7061.86511898048  1.117544E-18
7063.23292160041  8.135554E-19
7064.60072422035  7.988219E-19
7065.96852684028  1.036583E-18
7067.33632946021  1.243585E-18
7068.70413208015  9.829858E-19
7070.07193470008  1.022118E-18
7071.43973732002  1.158185E-18
7072.80753993995  1.040177E-18
7074.17534255988  1.020525E-18
7075.54314517982  9.501697E-19
7076.91094779975  1.045785E-18
7078.27875041969  1.014746E-18
7079.64655303962  1.170998E-18
7081.01435565955  1.013287E-18
7082.38215827949  9.674776E-19
7083.74996089942  9.608712E-19
7085.11776351936  1.130235E-18
7086.48556613929  1.059597E-18
7087.85336875923  1.117710E-18
7089.22117137916  1.042848E-18
7090.5889739991  9.818375E-19
7091.95677661903  9.634834E-19
7093.32457923896  8.801821E-19
7094.6923818589  9.835485E-19
7096.06018447883  8.709779E-19
7097.42798709877  9.184730E-19
7098.7957897187  9.990874E-19
7100.16359233863  8.606670E-19
7101.53139495857  9.148368E-19
7102.8991975785  1.030710E-18
7104.26700019844  9.782647E-19
7105.63480281837  9.025291E-19
7107.0026054383  9.524624E-19
7108.37040805824  8.976550E-19
7109.73821067817  1.041687E-18
7111.10601329811  9.168933E-19
7112.47381591804  9.124782E-19
7113.84161853797  6.957918E-19
7115.20942115791  9.692625E-19
7116.57722377784  8.564643E-19
7117.94502639778  8.870328E-19
7119.31282901771  8.053911E-19
7120.68063163764  9.049604E-19
7122.04843425758  9.914667E-19
7123.41623687751  9.870644E-19
7124.78403949745  8.319337E-19
7126.15184211738  8.719226E-19
7127.51964473731  9.814933E-19
7128.88744735725  9.326483E-19
7130.25524997719  1.007935E-18
7131.62305259712  8.672069E-19
7132.99085521705  8.162696E-19
7134.35865783699  9.594316E-19
7135.72646045692  6.250253E-19
7137.09426307685  7.988789E-19
7138.46206569679  8.301128E-19
7139.82986831672  8.742594E-19
7141.19767093666  8.084703E-19
7142.56547355659  9.896611E-19
7143.93327617652  1.170719E-18
7145.30107879646  1.131560E-18
7146.66888141639  1.069981E-18
7148.03668403633  8.985946E-19
7149.40448665626  7.297809E-19
7150.7722892762  7.270264E-19
7152.14009189613  1.009314E-18
7153.50789451606  9.062588E-19
7154.875697136  8.965401E-19
7156.24349975593  9.225623E-19
7157.61130237587  9.932893E-19
7158.9791049958  9.652677E-19
7160.34690761573  9.591952E-19
7161.71471023567  9.668539E-19
7163.0825128556  9.338509E-19
7164.45031547554  1.043544E-18
7165.81811809547  9.911942E-19
7167.1859207154  9.110995E-19
7168.55372333534  8.338367E-19
7169.92152595527  8.151221E-19
7171.28932857521  8.759156E-19
7172.65713119514  9.756752E-19
7174.02493381507  1.005271E-18
7175.39273643501  1.095394E-18
7176.76053905494  1.017861E-18
7178.12834167488  8.599013E-19
7179.49614429481  8.817704E-19
7180.86394691474  9.344826E-19
7182.23174953468  1.106853E-18
7183.59955215461  1.130387E-18
7184.96735477455  9.403374E-19
7186.33515739448  1.015530E-18
7187.70296001442  8.940036E-19
7189.07076263435  1.083644E-18
7190.43856525428  8.407048E-19
7191.80636787422  1.024109E-18
7193.17417049415  8.522049E-19
7194.54197311408  1.068296E-18
7195.90977573402  1.034209E-18
7197.27757835395  8.631216E-19
7198.64538097389  9.645900E-19
7200.01318359382  8.281584E-19
7201.38098621375  8.396803E-19
7202.74878883369  1.023844E-18
7204.11659145363  9.864657E-19
7205.48439407356  8.463898E-19
7206.85219669349  8.384606E-19
7208.21999931343  9.513191E-19
7209.58780193336  8.122116E-19
7210.9556045533  8.297772E-19
7212.32340717323  7.900298E-19
7213.69120979316  9.226784E-19
7215.0590124131  1.004204E-18
7216.42681503303  8.521788E-19
7217.79461765297  9.326678E-19
7219.1624202729  7.635935E-19
7220.53022289283  9.052129E-19
7221.89802551277  1.049176E-18
7223.2658281327  9.303989E-19
7224.63363075264  8.787753E-19
7226.00143337257  8.722296E-19
7227.3692359925  7.308814E-19
7228.73703861244  7.336911E-19
7230.10484123237  1.043447E-18
7231.47264385231  9.659098E-19
7232.84044647224  7.295928E-19
7234.20824909218  7.535875E-19
7235.57605171211  7.368499E-19
7236.94385433204  7.227330E-19
7238.31165695198  8.475884E-19
7239.67945957191  7.677024E-19
7241.04726219184  6.525811E-19
7242.41506481178  6.672378E-19
7243.78286743171  6.360907E-19
7245.15067005165  8.369495E-19
7246.51847267158  9.057283E-19
7247.88627529152  7.747097E-19
7249.25407791145  6.545540E-19
7250.62188053138  7.774158E-19
7251.98968315132  8.048294E-19
