BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 3140  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel                              
IRAF-MIN=                   0.  /  Min image pixel                              
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '08D2CL            '  /                                              
FILENAME= '08D2CLFC_RECAL_ATM[*,1,1]'  /
6065.51697027694  2.919997E-19
6066.88441038142  1.080237E-19
6068.25185048591  4.578330E-19
6069.61929059039  5.704386E-19
6070.98673069487  3.954556E-19
6072.35417079936  -2.772245E-19
6073.72161090384  2.564388E-19
6075.08905100833  -1.442191E-19
6076.45649111281  2.145261E-19
6077.8239312173  3.861989E-19
6079.19137132178  6.020535E-20
6080.55881142627  1.671610E-19
6081.92625153075  1.647440E-19
6083.29369163524  6.717112E-19
6084.66113173972  4.542052E-19
6086.0285718442  -9.985868E-20
6087.39601194869  -3.440349E-20
6088.76345205317  -1.551339E-19
6090.13089215766  2.768055E-19
6091.49833226214  2.908929E-19
6092.86577236663  6.560880E-19
6094.23321247111  2.340899E-19
6095.6006525756  2.598403E-19
6096.96809268008  3.622392E-19
6098.33553278457  5.752116E-19
6099.70297288905  4.446314E-19
6101.07041299354  5.012829E-19
6102.43785309802  -1.574955E-19
6103.80529320251  2.307687E-21
6105.17273330699  2.863861E-19
6106.54017341147  5.676994E-19
6107.90761351596  1.753217E-19
6109.27505362044  -3.148597E-20
6110.64249372493  -9.116875E-20
6112.00993382941  -1.527674E-19
6113.3773739339  3.941715E-19
6114.74481403838  2.048636E-19
6116.11225414287  3.184278E-19
6117.47969424735  -3.635768E-20
6118.84713435184  2.568549E-19
6120.21457445632  -1.942004E-20
6121.58201456081  -6.721764E-20
6122.94945466529  1.353525E-19
6124.31689476978  3.360434E-19
6125.68433487426  5.605526E-19
6127.05177497874  3.574310E-19
6128.41921508323  5.079213E-19
6129.78665518771  1.913758E-19
6131.1540952922  -3.154192E-20
6132.52153539668  -1.554982E-20
6133.88897550117  5.926661E-19
6135.25641560565  5.122552E-19
6136.62385571014  2.394282E-19
6137.99129581462  5.133633E-19
6139.35873591911  7.615971E-19
6140.72617602359  5.766171E-19
6142.09361612807  4.545112E-19
6143.46105623256  2.540655E-19
6144.82849633704  -3.994080E-20
6146.19593644153  4.506761E-19
6147.56337654601  -1.521792E-19
6148.9308166505  3.307969E-19
6150.29825675498  -2.235543E-19
6151.66569685947  4.081292E-19
6153.03313696395  2.719223E-19
6154.40057706844  1.442593E-20
6155.76801717292  5.244816E-19
6157.1354572774  1.434241E-19
6158.50289738189  -1.491430E-19
6159.87033748637  -9.658388E-20
6161.23777759086  -2.513549E-19
6162.60521769534  3.005507E-19
6163.97265779983  -9.331382E-20
6165.34009790431  2.529982E-19
6166.7075380088  3.972795E-19
6168.07497811328  -8.724609E-20
6169.44241821777  1.753584E-20
6170.80985832225  2.355318E-19
6172.17729842673  5.418749E-19
6173.54473853122  4.582084E-20
6174.9121786357  -7.056091E-20
6176.27961874019  -1.654172E-20
6177.64705884467  2.202440E-20
6179.01449894916  -2.836261E-19
6180.38193905364  7.894301E-20
6181.74937915813  2.273675E-19
6183.11681926261  3.496126E-19
6184.4842593671  9.330113E-22
6185.85169947158  4.106065E-20
6187.21913957607  -2.652570E-19
6188.58657968055  2.924421E-19
6189.95401978503  3.711227E-19
6191.32145988952  3.224302E-19
6192.688899994  -1.494226E-19
6194.05634009849  -8.913522E-20
6195.42378020297  -8.829358E-20
6196.79122030746  4.658285E-20
6198.15866041194  3.466491E-19
6199.52610051643  2.573241E-19
6200.89354062091  3.579792E-19
6202.2609807254  2.851258E-19
6203.62842082988  7.000499E-20
6204.99586093437  1.752416E-19
6206.36330103885  -1.298161E-19
6207.73074114334  2.530829E-19
6209.09818124782  6.360498E-19
6210.4656213523  2.928389E-20
6211.83306145679  3.792060E-19
6213.20050156127  5.937773E-19
6214.56794166576  3.521802E-19
6215.93538177024  1.689129E-19
6217.30282187473  6.700984E-19
6218.67026197921  2.798671E-19
6220.0377020837  3.803397E-19
6221.40514218818  4.470772E-19
6222.77258229267  3.797390E-19
6224.14002239715  4.017993E-19
6225.50746250164  3.770790E-19
6226.87490260612  3.760796E-19
6228.2423427106  3.239107E-20
6229.60978281509  3.519331E-20
6230.97722291957  -9.464435E-20
6232.34466302406  2.917238E-19
6233.71210312854  1.064045E-19
6235.07954323303  3.069896E-19
6236.44698333751  -2.395528E-19
6237.814423442  2.455995E-19
6239.18186354648  3.287973E-19
6240.54930365097  5.872994E-19
6241.91674375545  6.823245E-19
6243.28418385993  2.281234E-20
6244.65162396442  4.522717E-19
6246.0190640689  3.372200E-19
6247.38650417339  2.241374E-19
6248.75394427787  5.740126E-20
6250.12138438236  1.749740E-19
6251.48882448684  3.112569E-19
6252.85626459133  3.622304E-19
6254.22370469581  -1.057400E-19
6255.5911448003  3.123181E-20
6256.95858490478  -1.205859E-19
6258.32602500926  3.702385E-19
6259.69346511375  6.285808E-19
6261.06090521823  6.592601E-19
6262.42834532272  1.417169E-19
6263.7957854272  3.585267E-19
6265.16322553169  2.532840E-19
6266.53066563617  1.744844E-19
6267.89810574066  -1.045000E-19
6269.26554584514  4.017270E-19
6270.63298594963  1.874328E-20
6272.00042605411  2.801664E-19
6273.3678661586  3.512690E-19
6274.73530626308  5.222062E-19
6276.10274636757  5.296281E-19
6277.47018647205  -2.053895E-19
6278.83762657654  -3.329071E-20
6280.20506668102  6.095756E-20
6281.5725067855  -6.539227E-20
6282.93994688999  3.090982E-19
6284.30738699447  5.132452E-19
6285.67482709896  4.703052E-19
6287.04226720344  2.707772E-19
6288.40970730793  4.448273E-19
6289.77714741241  -1.142448E-19
6291.1445875169  6.213467E-19
6292.51202762138  6.850060E-19
6293.87946772587  -1.122254E-19
6295.24690783035  3.553547E-19
6296.61434793483  5.456482E-19
6297.98178803932  -6.476449E-21
6299.3492281438  7.282710E-19
6300.71666824829  -3.313542E-19
6302.08410835277  2.192239E-19
6303.45154845726  4.461404E-19
6304.81898856174  4.715575E-19
6306.18642866623  -1.471732E-19
6307.55386877071  4.165149E-19
6308.9213088752  4.197030E-19
6310.28874897968  5.173799E-19
6311.65618908416  1.889816E-19
6313.02362918865  1.477991E-19
6314.39106929313  3.358686E-19
6315.75850939762  3.017392E-19
6317.1259495021  4.177596E-19
6318.49338960659  3.532416E-19
6319.86082971107  1.599853E-19
6321.22826981556  1.689650E-19
6322.59570992004  1.143850E-19
6323.96315002453  2.040951E-19
6325.33059012901  2.678328E-19
6326.69803023349  3.274636E-19
6328.06547033798  1.931978E-19
6329.43291044246  4.499848E-19
6330.80035054695  -8.193656E-20
6332.16779065143  4.542023E-19
6333.53523075592  -1.181969E-19
6334.9026708604  8.347989E-20
6336.27011096489  2.429760E-19
6337.63755106937  2.437771E-19
6339.00499117386  3.480783E-19
6340.37243127834  -9.835229E-20
6341.73987138283  -4.244680E-19
6343.10731148731  -3.123346E-20
6344.4747515918  1.163317E-19
6345.84219169628  1.994082E-19
6347.20963180076  2.901980E-20
6348.57707190525  1.222944E-19
6349.94451200973  3.120995E-19
6351.31195211422  5.859000E-19
6352.6793922187  4.464507E-19
6354.04683232319  2.802967E-19
6355.41427242767  3.911655E-19
6356.78171253216  3.748464E-19
6358.14915263664  2.873689E-20
6359.51659274113  3.580060E-19
6360.88403284561  6.388103E-19
6362.2514729501  -6.325745E-20
6363.61891305458  -1.515803E-20
6364.98635315906  -6.147954E-20
6366.35379326355  2.800993E-19
6367.72123336803  3.803178E-19
6369.08867347252  1.711867E-19
6370.456113577  -2.365314E-19
6371.82355368149  1.454595E-19
6373.19099378597  3.186916E-19
6374.55843389045  2.865460E-19
6375.92587399494  4.346218E-19
6377.29331409943  6.589943E-19
6378.66075420391  2.027604E-19
6380.0281943084  2.800288E-19
6381.39563441288  4.195052E-19
6382.76307451736  -4.890548E-20
6384.13051462185  4.308766E-19
6385.49795472633  -1.544313E-19
6386.86539483082  4.718197E-19
6388.2328349353  -6.076833E-20
6389.60027503979  2.670366E-19
6390.96771514427  2.212657E-19
6392.33515524876  5.448596E-19
6393.70259535324  3.786825E-21
6395.07003545773  6.088969E-19
6396.43747556221  1.222496E-19
6397.80491566669  -1.154667E-19
6399.17235577118  3.681011E-19
6400.53979587566  4.996334E-19
6401.90723598015  5.679260E-19
6403.27467608463  4.838315E-20
6404.64211618912  3.612780E-19
6406.0095562936  4.023245E-20
6407.37699639809  -3.852122E-20
6408.74443650257  4.886455E-19
6410.11187660706  5.630706E-19
6411.47931671154  3.346536E-19
6412.84675681603  5.071552E-19
6414.21419692051  6.238543E-19
6415.58163702499  2.909558E-19
6416.94907712948  3.096494E-20
6418.31651723396  -1.027908E-19
6419.68395733845  4.000585E-19
6421.05139744293  2.141773E-19
6422.41883754742  4.327654E-19
6423.7862776519  3.517899E-19
6425.15371775639  4.087478E-19
6426.52115786087  3.798062E-19
6427.88859796536  3.692503E-19
6429.25603806984  2.476972E-19
6430.62347817433  5.464538E-19
6431.99091827881  1.362656E-19
6433.35835838329  4.013386E-19
6434.72579848778  5.742473E-19
6436.09323859226  -1.399946E-19
6437.46067869675  6.444613E-19
6438.82811880123  2.530820E-19
6440.19555890572  3.260156E-19
6441.5629990102  4.715612E-19
6442.93043911469  6.454810E-19
6444.29787921917  2.930787E-19
6445.66531932365  -1.191869E-19
6447.03275942814  4.069206E-19
6448.40019953262  2.682298E-19
6449.76763963711  -1.202498E-19
6451.13507974159  2.726497E-19
6452.50251984608  9.806284E-20
6453.86995995056  1.708369E-20
6455.23740005505  1.592302E-19
6456.60484015953  3.675318E-19
6457.97228026402  1.059972E-19
6459.3397203685  5.014561E-19
6460.70716047299  3.705307E-19
6462.07460057747  3.694761E-19
6463.44204068196  2.858388E-19
6464.80948078644  4.877477E-20
6466.17692089093  1.073030E-19
6467.54436099541  5.496826E-19
6468.9118010999  -1.932970E-19
6470.27924120438  1.239412E-19
6471.64668130886  1.194973E-19
6473.01412141335  4.669845E-19
6474.38156151783  7.293777E-19
6475.74900162232  3.839530E-19
6477.1164417268  -9.783430E-21
6478.48388183129  6.727387E-19
6479.85132193577  1.974086E-19
6481.21876204026  2.440229E-19
6482.58620214474  4.258995E-19
6483.95364224922  5.846213E-19
6485.32108235371  2.669565E-19
6486.68852245819  1.998151E-19
6488.05596256268  -4.101009E-20
6489.42340266716  -3.784049E-20
6490.79084277165  4.146487E-19
6492.15828287613  5.500655E-19
6493.52572298062  -2.177792E-20
6494.8931630851  1.662164E-19
6496.26060318959  9.136100E-19
6497.62804329407  3.676476E-19
6498.99548339856  5.120063E-19
6500.36292350304  -2.246758E-19
6501.73036360753  8.300830E-19
6503.09780371201  7.012475E-19
6504.46524381649  5.965271E-19
6505.83268392098  3.893343E-19
6507.20012402546  2.296526E-19
6508.56756412995  3.303163E-19
6509.93500423443  3.097984E-19
6511.30244433892  2.702904E-19
6512.6698844434  1.649120E-19
6514.03732454789  2.016383E-19
6515.40476465237  5.342660E-19
6516.77220475686  4.821765E-19
6518.13964486134  3.920697E-19
6519.50708496582  1.994333E-19
6520.87452507031  -1.212463E-19
6522.24196517479  8.725409E-20
6523.60940527928  2.065181E-19
6524.97684538376  3.740133E-19
6526.34428548825  1.796087E-19
6527.71172559273  3.070240E-19
6529.07916569722  -1.368384E-19
6530.4466058017  2.508611E-19
6531.81404590619  3.319575E-19
6533.18148601067  1.703730E-19
6534.54892611516  2.017025E-19
6535.91636621964  2.352601E-19
6537.28380632412  2.432183E-19
6538.65124642861  2.542392E-19
6540.01868653309  3.015363E-19
6541.38612663758  -1.137532E-19
6542.75356674206  2.315101E-19
6544.12100684655  5.120569E-19
6545.48844695103  2.038194E-19
6546.85588705551  2.807981E-19
6548.22332716  3.228617E-19
6549.59076726449  2.317487E-19
6550.95820736897  4.377953E-19
6552.32564747346  5.867511E-19
6553.69308757794  5.132782E-19
6555.06052768242  3.397663E-19
6556.42796778691  1.478413E-19
6557.79540789139  -1.259560E-19
6559.16284799588  1.526792E-19
6560.53028810036  2.201188E-19
6561.89772820485  1.391639E-20
6563.26516830933  4.056773E-19
6564.63260841382  2.431413E-19
6566.0000485183  -7.846680E-20
6567.36748862278  3.591253E-19
6568.73492872727  6.688815E-19
6570.10236883175  2.688525E-19
6571.46980893624  2.995394E-19
6572.83724904072  3.273020E-19
6574.20468914521  3.421464E-19
6575.57212924969  4.533662E-19
6576.93956935418  1.436649E-19
6578.30700945866  3.692194E-19
6579.67444956315  -2.143759E-20
6581.04188966763  1.378843E-19
6582.40932977212  1.680780E-19
6583.7767698766  4.659069E-19
6585.14420998108  5.356448E-19
6586.51165008557  6.927317E-19
6587.87909019005  2.754154E-19
6589.24653029454  4.142392E-19
6590.61397039902  3.792345E-19
6591.98141050351  3.091981E-19
6593.34885060799  3.734345E-19
6594.71629071248  3.419975E-19
6596.08373081696  2.693940E-19
6597.45117092145  2.304263E-19
6598.81861102593  5.675617E-19
6600.18605113042  3.747156E-19
6601.5534912349  2.838432E-19
6602.92093133938  3.792266E-19
6604.28837144387  1.750871E-19
6605.65581154835  2.663037E-19
6607.02325165284  1.042231E-21
6608.39069175732  -3.992032E-21
6609.75813186181  3.893683E-19
6611.12557196629  1.438134E-19
6612.49301207078  1.549994E-19
6613.86045217526  -4.345222E-20
6615.22789227975  3.565441E-19
6616.59533238423  3.135003E-19
6617.96277248872  3.008305E-19
6619.3302125932  2.218130E-19
6620.69765269768  1.930488E-19
6622.06509280217  3.895233E-19
6623.43253290665  1.709380E-19
6624.79997301114  2.908802E-20
6626.16741311562  4.723587E-19
6627.53485322011  1.927288E-19
6628.90229332459  2.899492E-19
6630.26973342908  2.584931E-19
6631.63717353356  2.155299E-19
6633.00461363805  3.778533E-19
6634.37205374253  1.319376E-19
6635.73949384702  5.387917E-19
6637.1069339515  5.564212E-19
6638.47437405598  5.980104E-19
6639.84181416047  -3.506379E-20
6641.20925426495  2.541448E-19
6642.57669436944  3.253608E-19
6643.94413447392  3.560880E-19
6645.31157457841  9.078290E-20
6646.67901468289  -5.960030E-20
6648.04645478738  2.730919E-19
6649.41389489186  1.620422E-19
6650.78133499635  5.339704E-19
6652.14877510083  2.965922E-19
6653.51621520532  4.552797E-19
6654.8836553098  5.759630E-19
6656.25109541428  5.877065E-19
6657.61853551877  1.291165E-19
6658.98597562325  3.197382E-19
6660.35341572774  1.973037E-20
6661.72085583222  3.922757E-19
6663.08829593671  5.128618E-19
6664.45573604119  4.537749E-19
6665.82317614568  1.890185E-19
6667.19061625016  2.566187E-19
6668.55805635465  5.383697E-19
6669.92549645913  2.668707E-19
6671.29293656361  2.894129E-19
6672.6603766681  4.408665E-19
6674.02781677258  5.021093E-19
6675.39525687707  3.890686E-19
6676.76269698155  4.425954E-19
6678.13013708604  5.343522E-19
6679.49757719052  6.727317E-19
6680.86501729501  4.453247E-19
6682.23245739949  4.714416E-19
6683.59989750398  2.356835E-19
6684.96733760846  3.807588E-19
6686.33477771295  2.584594E-19
6687.70221781743  3.543819E-19
6689.06965792192  5.663663E-19
6690.4370980264  3.706443E-19
6691.80453813089  3.327309E-19
6693.17197823537  1.964484E-19
6694.53941833985  5.143624E-19
6695.90685844434  3.299462E-19
6697.27429854882  -9.309239E-20
6698.64173865331  2.572559E-20
6700.00917875779  2.744278E-19
6701.37661886228  2.943845E-19
6702.74405896676  3.677298E-19
6704.11149907124  3.601669E-19
6705.47893917573  4.517156E-19
6706.84637928021  4.067654E-19
6708.2138193847  5.157181E-19
6709.58125948918  1.472489E-19
6710.94869959367  4.595733E-19
6712.31613969815  1.605700E-19
6713.68357980264  2.100891E-19
6715.05101990712  -7.936132E-21
6716.41846001161  4.008996E-19
6717.78590011609  4.354129E-19
6719.15334022058  3.690911E-20
6720.52078032506  3.095849E-19
6721.88822042955  4.447020E-19
6723.25566053403  3.370268E-19
6724.62310063852  3.337975E-19
6725.990540743  3.187009E-19
6727.35798084748  2.826725E-19
6728.72542095197  4.851319E-19
6730.09286105645  3.922839E-19
6731.46030116094  3.900408E-19
6732.82774126542  3.245046E-19
6734.19518136991  6.138964E-19
6735.56262147439  7.581508E-20
6736.93006157888  -2.461737E-20
6738.29750168336  2.415881E-19
6739.66494178784  -4.107887E-20
6741.03238189233  2.979965E-19
6742.39982199681  4.372183E-19
6743.7672621013  2.703456E-19
6745.13470220578  3.165652E-19
6746.50214231027  4.237775E-19
6747.86958241475  1.910401E-19
6749.23702251924  5.308096E-19
6750.60446262372  5.518698E-19
6751.97190272821  2.121710E-19
6753.33934283269  3.824058E-19
6754.70678293718  -8.177857E-21
6756.07422304166  2.766397E-19
6757.44166314614  3.058855E-19
6758.80910325063  2.295738E-19
6760.17654335511  4.766563E-19
6761.5439834596  2.354455E-19
6762.91142356408  3.620031E-19
6764.27886366857  4.391702E-19
6765.64630377305  4.570425E-19
6767.01374387754  1.860019E-19
6768.38118398202  3.752538E-19
6769.74862408651  3.332183E-19
6771.11606419099  3.395350E-19
6772.48350429548  3.798233E-19
6773.85094439996  3.165258E-19
6775.21838450445  2.610753E-19
6776.58582460893  4.681327E-19
6777.95326471341  3.552029E-19
6779.3207048179  4.112073E-19
6780.68814492238  4.738022E-19
6782.05558502687  3.464408E-19
6783.42302513135  3.377828E-19
6784.79046523584  5.556247E-19
6786.15790534032  6.420841E-19
6787.52534544481  5.654557E-19
6788.89278554929  2.425731E-19
6790.26022565378  2.267157E-19
6791.62766575826  2.863187E-19
6792.99510586274  4.437672E-19
6794.36254596723  4.871960E-19
6795.72998607171  -3.907321E-20
6797.0974261762  5.185050E-19
6798.46486628068  3.428768E-19
6799.83230638517  2.179398E-19
6801.19974648965  -8.251081E-20
6802.56718659414  1.687433E-19
6803.93462669862  2.117488E-19
6805.30206680311  1.632930E-19
6806.66950690759  2.997570E-19
6808.03694701208  1.116448E-19
6809.40438711656  6.157553E-21
6810.77182722105  4.823428E-20
6812.13926732553  2.891355E-19
6813.50670743001  2.743657E-19
6814.8741475345  -1.578026E-20
6816.24158763898  2.426990E-19
6817.60902774347  -5.989051E-20
6818.97646784795  1.236236E-19
6820.34390795244  6.214417E-19
6821.71134805692  2.908644E-19
6823.07878816141  6.179255E-19
6824.44622826589  4.021694E-19
6825.81366837037  -1.412678E-19
6827.18110847486  2.527562E-19
6828.54854857934  3.617507E-19
6829.91598868383  5.762341E-19
6831.28342878831  -1.554028E-19
6832.6508688928  8.134370E-19
6834.01830899728  1.570201E-19
6835.38574910177  9.943292E-20
6836.75318920625  4.120454E-19
6838.12062931074  6.252357E-19
6839.48806941522  2.588996E-19
6840.8555095197  4.901632E-19
6842.22294962419  -5.705142E-21
6843.59038972868  5.576781E-19
6844.95782983316  4.601483E-19
6846.32526993764  8.763320E-21
6847.69271004213  3.637624E-19
6849.06015014661  2.233684E-19
6850.4275902511  4.587319E-20
6851.79503035558  3.373729E-19
6853.16247046007  2.979329E-19
6854.52991056455  4.094688E-19
6855.89735066904  2.053803E-19
6857.26479077352  4.304452E-20
6858.63223087801  1.795600E-19
6859.99967098249  1.271804E-19
6861.36711108698  4.252597E-19
6862.73455119146  1.900266E-19
6864.10199129594  -6.929932E-20
6865.46943140043  5.031584E-19
6866.83687150491  3.718367E-19
6868.2043116094  2.654130E-19
6869.57175171388  4.694623E-20
6870.93919181837  1.079822E-19
6872.30663192285  1.832515E-19
6873.67407202734  3.014598E-19
6875.04151213182  8.470076E-20
6876.4089522363  4.588407E-19
6877.77639234079  2.747587E-19
6879.14383244527  3.401714E-19
6880.51127254976  -1.133255E-19
6881.87871265424  2.858052E-19
6883.24615275873  3.573929E-19
6884.61359286321  2.669069E-19
6885.9810329677  2.879789E-19
6887.34847307218  -1.500603E-19
6888.71591317667  2.958606E-19
6890.08335328115  4.129405E-19
6891.45079338564  1.971164E-20
6892.81823349012  6.736304E-20
6894.1856735946  9.700884E-20
6895.55311369909  3.057960E-20
6896.92055380357  4.634513E-19
6898.28799390806  4.367891E-19
6899.65543401254  2.135500E-20
6901.02287411703  7.789909E-20
6902.39031422151  1.239343E-19
6903.757754326  3.443782E-19
6905.12519443048  9.217421E-19
6906.49263453497  5.352359E-19
6907.86007463945  3.773360E-19
6909.22751474394  2.150971E-19
6910.59495484842  5.116384E-19
6911.9623949529  4.738132E-19
6913.32983505739  2.952272E-19
6914.69727516187  5.614176E-19
6916.06471526636  3.999915E-19
6917.43215537084  1.950392E-19
6918.79959547533  4.031609E-19
6920.16703557981  2.069461E-19
6921.5344756843  3.948878E-19
6922.90191578878  3.062149E-19
6924.26935589327  3.273820E-19
6925.63679599775  2.698971E-19
6927.00423610224  3.872744E-19
6928.37167620672  3.870262E-19
6929.73911631121  1.380762E-19
6931.10655641569  4.087038E-19
6932.47399652017  5.115435E-19
6933.84143662466  3.208519E-19
6935.20887672914  4.013769E-19
6936.57631683363  6.015191E-19
6937.94375693811  6.275544E-19
6939.3111970426  1.239357E-19
6940.67863714708  4.089914E-19
6942.04607725157  3.482930E-19
6943.41351735605  -1.743979E-20
6944.78095746053  4.206447E-19
6946.14839756502  4.616451E-20
6947.5158376695  1.543670E-19
6948.88327777399  2.342460E-19
6950.25071787847  4.100732E-19
6951.61815798296  3.612324E-19
6952.98559808744  2.196577E-19
6954.35303819193  -1.474044E-19
6955.72047829641  3.133242E-19
6957.0879184009  5.897300E-19
6958.45535850538  2.455036E-19
6959.82279860987  2.860114E-19
6961.19023871435  5.634789E-19
6962.55767881884  6.159025E-19
6963.92511892332  5.108840E-19
6965.29255902781  3.606932E-19
6966.65999913229  -7.862927E-20
6968.02743923677  5.553963E-19
6969.39487934126  8.092453E-20
6970.76231944574  4.112691E-19
6972.12975955023  1.403520E-19
6973.49719965471  4.484219E-19
6974.8646397592  4.012522E-19
6976.23207986368  2.716695E-20
6977.59951996817  3.045956E-19
6978.96696007265  3.773041E-19
6980.33440017714  3.146538E-19
6981.70184028162  4.017846E-19
6983.0692803861  3.070732E-19
6984.43672049059  2.463336E-19
6985.80416059507  3.627895E-19
6987.17160069956  3.191778E-19
6988.53904080404  4.726867E-19
6989.90648090853  3.244182E-19
6991.27392101301  2.108647E-19
6992.6413611175  3.475812E-19
6994.00880122198  4.385771E-19
6995.37624132647  5.102916E-19
6996.74368143095  3.078816E-19
6998.11112153543  3.209269E-19
6999.47856163992  5.085480E-19
7000.84600174441  2.930980E-19
7002.21344184889  2.359444E-19
7003.58088195337  2.121014E-19
7004.94832205786  7.452423E-19
7006.31576216234  2.108241E-19
7007.68320226683  1.541729E-19
7009.05064237131  1.184739E-20
7010.4180824758  1.464734E-20
7011.78552258028  2.157338E-19
7013.15296268477  6.899696E-20
7014.52040278925  1.743721E-19
7015.88784289373  1.240851E-20
7017.25528299822  1.920420E-19
7018.6227231027  2.439920E-19
7019.99016320719  2.316637E-19
7021.35760331167  1.536314E-19
7022.72504341616  4.425600E-19
7024.09248352064  1.294938E-19
7025.45992362513  2.287236E-19
7026.82736372961  3.086499E-19
7028.1948038341  1.631692E-19
7029.56224393858  2.969170E-19
7030.92968404306  4.304714E-19
7032.29712414755  2.216202E-19
7033.66456425203  3.098214E-19
7035.03200435652  5.506678E-19
7036.399444461  5.864997E-19
7037.76688456549  5.004303E-19
7039.13432466997  1.906849E-19
7040.50176477446  2.666799E-19
7041.86920487894  7.913117E-19
7043.23664498343  7.510129E-19
7044.60408508791  3.756645E-19
7045.9715251924  4.200706E-19
7047.33896529688  3.891809E-19
7048.70640540136  -6.064600E-20
7050.07384550585  -7.831659E-21
7051.44128561033  5.364599E-19
7052.80872571482  8.105333E-20
7054.1761658193  1.383535E-19
7055.54360592379  1.296449E-19
7056.91104602827  1.712038E-19
7058.27848613276  1.830092E-19
7059.64592623724  1.149282E-19
7061.01336634173  1.157818E-19
7062.38080644621  1.405558E-19
7063.7482465507  2.845508E-19
7065.11568665518  2.030497E-19
7066.48312675967  4.734009E-19
7067.85056686415  3.748826E-19
7069.21800696863  3.736247E-19
7070.58544707312  4.726749E-19
7071.9528871776  4.958092E-19
7073.32032728209  5.422754E-19
7074.68776738657  3.194737E-19
7076.05520749106  3.469285E-19
7077.42264759554  1.594936E-19
7078.79008770003  5.329584E-19
7080.15752780451  3.339090E-19
7081.52496790899  3.565090E-19
7082.89240801348  1.405559E-19
7084.25984811796  2.577861E-19
7085.62728822245  7.520084E-21
7086.99472832693  2.803741E-19
7088.36216843142  4.540720E-19
7089.7296085359  1.103039E-19
7091.09704864039  3.471512E-19
7092.46448874487  5.465866E-19
7093.83192884936  2.354111E-19
7095.19936895384  2.636836E-19
7096.56680905833  5.021843E-19
7097.93424916281  4.060514E-19
7099.3016892673  3.078656E-19
7100.66912937178  4.501645E-19
7102.03656947626  4.327447E-19
7103.40400958075  3.319897E-19
7104.77144968523  4.956508E-19
7106.13888978972  3.928949E-19
7107.5063298942  5.429200E-19
7108.87376999869  4.560007E-19
7110.24121010317  2.499177E-19
7111.60865020766  2.378945E-19
7112.97609031214  3.979895E-19
7114.34353041663  4.716937E-19
7115.71097052111  4.144486E-19
7117.07841062559  4.101004E-19
7118.44585073008  3.481228E-19
7119.81329083456  2.297882E-19
7121.18073093905  4.535236E-19
7122.54817104353  3.339057E-19
7123.91561114802  2.061041E-19
7125.2830512525  2.994469E-19
7126.65049135699  2.215847E-19
7128.01793146147  2.060299E-19
7129.38537156596  2.762059E-19
7130.75281167044  3.386949E-19
7132.12025177492  1.165652E-19
7133.48769187941  6.369925E-19
7134.8551319839  4.023089E-19
7136.22257208838  4.573484E-19
7137.59001219287  8.097554E-19
7138.95745229735  8.296295E-19
7140.32489240183  2.451485E-19
7141.69233250632  2.720489E-19
7143.0597726108  4.497704E-19
7144.42721271529  7.471483E-19
7145.79465281977  5.005596E-19
7147.16209292426  2.292469E-19
7148.52953302874  2.526806E-19
7149.89697313323  2.156623E-19
7151.26441323771  3.009333E-19
7152.6318533422  5.584125E-19
7153.99929344668  4.559246E-19
7155.36673355116  4.774789E-19
7156.73417365565  4.785091E-19
7158.10161376013  3.637380E-19
7159.46905386462  3.597837E-19
7160.8364939691  5.005290E-19
7162.20393407359  4.475431E-19
7163.57137417807  2.706613E-19
7164.93881428256  5.331139E-19
7166.30625438704  4.253219E-19
7167.67369449152  4.213464E-19
7169.04113459601  5.129491E-19
7170.40857470049  3.907853E-19
7171.77601480498  5.782520E-19
7173.14345490946  4.476502E-19
7174.51089501395  5.191020E-19
7175.87833511843  4.120226E-19
7177.24577522292  4.059205E-19
7178.6132153274  2.362504E-19
7179.98065543189  3.582973E-19
7181.34809553637  3.393043E-19
7182.71553564086  3.179683E-19
7184.08297574534  5.900591E-19
7185.45041584983  1.743987E-19
7186.81785595431  2.115892E-20
7188.18529605879  2.765875E-19
7189.55273616328  2.932004E-19
7190.92017626776  8.158647E-20
7192.28761637225  5.766768E-19
7193.65505647673  2.867129E-19
7195.02249658122  3.636646E-19
7196.3899366857  3.400089E-19
7197.75737679019  3.546829E-19
7199.12481689467  4.638600E-19
7200.49225699916  3.924270E-19
7201.85969710364  1.677393E-19
7203.22713720813  3.793227E-19
7204.59457731261  1.562581E-19
7205.96201741709  -9.400952E-20
7207.32945752158  1.425456E-19
7208.69689762606  1.960750E-19
7210.06433773055  1.877251E-20
7211.43177783503  4.981185E-19
7212.79921793952  3.065842E-19
7214.166658044  3.531601E-19
7215.53409814849  4.749592E-19
7216.90153825297  1.499704E-19
7218.26897835746  2.028271E-19
7219.63641846194  2.909097E-19
7221.00385856643  2.767524E-19
7222.37129867091  4.314060E-19
7223.73873877539  1.967365E-19
7225.10617887988  1.131625E-19
7226.47361898436  1.646869E-19
7227.84105908885  3.829863E-19
7229.20849919333  2.773870E-19
